ref_area,indicator,source,time,obs_value
AFG,SDG_A821_NOC_RT,XA:2198,2020,7.91
AFG,SDG_A821_NOC_RT,XA:2198,2019,-0.05
AFG,SDG_A821_NOC_RT,XA:2198,2018,-2.67
AFG,SDG_A821_NOC_RT,XA:2198,2017,0.09
AFG,SDG_A821_NOC_RT,XA:2198,2016,0.22
AFG,SDG_A821_NOC_RT,XA:2198,2015,-1.45
AFG,SDG_A821_NOC_RT,XA:2198,2014,-2.32
AFG,SDG_A821_NOC_RT,XA:2198,2013,0.69
AFG,SDG_A821_NOC_RT,XA:2198,2012,6.5
AFG,SDG_A821_NOC_RT,XA:2198,2011,-4.72
AFG,SDG_A821_NOC_RT,XA:2198,2010,10.38
AFG,SDG_A821_NOC_RT,XA:2198,2009,15.97
AFG,SDG_A821_NOC_RT,XA:2198,2008,2.24
AFG,SDG_A821_NOC_RT,XA:2198,2007,13
AFG,SDG_A821_NOC_RT,XA:2198,2006,0.36
AFG,SDG_A821_NOC_RT,XA:2198,2005,6.56
AFG,SDG_A821_NOC_RT,XA:2198,2004,-2.79
AFG,SDG_A821_NOC_RT,XA:2198,2003,0.76
AFG,SDG_A821_NOC_RT,XA:2198,2002,39.57
AFG,SDG_A821_NOC_RT,XA:2198,2001,-6.14
AFG,SDG_A821_NOC_RT,XA:2198,2000,-6.37
AGO,SDG_A821_NOC_RT,XA:2010,2022,-1.24
AGO,SDG_A821_NOC_RT,XA:2010,2021,-2.58
AGO,SDG_A821_NOC_RT,XA:2010,2020,-7.22
AGO,SDG_A821_NOC_RT,XA:2010,2019,-4.21
AGO,SDG_A821_NOC_RT,XA:2010,2018,-4.81
AGO,SDG_A821_NOC_RT,XA:2010,2017,-3.8
AGO,SDG_A821_NOC_RT,XA:2010,2016,-6.06
AGO,SDG_A821_NOC_RT,XA:2010,2015,-2.63
AGO,SDG_A821_NOC_RT,XA:2010,2014,1.89
AGO,SDG_A821_NOC_RT,XA:2010,2013,1.97
AGO,SDG_A821_NOC_RT,XA:2010,2012,5.32
AGO,SDG_A821_NOC_RT,XA:2010,2011,-2.65
AGO,SDG_A821_NOC_RT,XA:2010,2010,7.33
AGO,SDG_A821_NOC_RT,XA:2010,2009,-2.81
AGO,SDG_A821_NOC_RT,XA:2010,2008,7.08
AGO,SDG_A821_NOC_RT,XA:2010,2007,9.78
AGO,SDG_A821_NOC_RT,XA:2010,2006,7.43
AGO,SDG_A821_NOC_RT,XA:2010,2005,10.79
AGO,SDG_A821_NOC_RT,XA:2010,2004,6.85
AGO,SDG_A821_NOC_RT,XA:2010,2003,-0.67
AGO,SDG_A821_NOC_RT,XA:2010,2002,9.6
AGO,SDG_A821_NOC_RT,XA:2010,2001,0.54
AGO,SDG_A821_NOC_RT,XA:2010,2000,-0.48
ALB,SDG_A821_NOC_RT,XA:2137,2022,2.32
ALB,SDG_A821_NOC_RT,XA:2137,2021,4.6
ALB,SDG_A821_NOC_RT,XA:2137,2020,4.19
ALB,SDG_A821_NOC_RT,XA:2137,2019,-0.85
ALB,SDG_A821_NOC_RT,XA:2137,2018,-0.04
ALB,SDG_A821_NOC_RT,XA:2137,2017,-0.04
ALB,SDG_A821_NOC_RT,XA:2137,2016,-2.44
ALB,SDG_A821_NOC_RT,XA:2137,2015,-3.11
ALB,SDG_A821_NOC_RT,XA:2137,2014,2.03
ALB,SDG_A821_NOC_RT,XA:2137,2013,12.52
ALB,SDG_A821_NOC_RT,XA:2137,2012,6.02
ALB,SDG_A821_NOC_RT,XA:2137,2011,-6.68
ALB,SDG_A821_NOC_RT,XA:2137,2010,3.34
ALB,SDG_A821_NOC_RT,XA:2137,2009,0.26
ALB,SDG_A821_NOC_RT,XA:2137,2008,5.62
ALB,SDG_A821_NOC_RT,XA:2137,2007,8.18
ALB,SDG_A821_NOC_RT,XA:2137,2006,7.23
ALB,SDG_A821_NOC_RT,XA:2137,2005,6.82
ALB,SDG_A821_NOC_RT,XA:2137,2004,6.38
ALB,SDG_A821_NOC_RT,XA:2137,2003,6.09
ALB,SDG_A821_NOC_RT,XA:2137,2002,4.08
ALB,SDG_A821_NOC_RT,XA:2137,2001,8.69
ALB,SDG_A821_NOC_RT,XA:2137,2000,5.41
ARE,SDG_A821_NOC_RT,XA:1978,2022,2.81
ARE,SDG_A821_NOC_RT,XA:1978,2021,3
ARE,SDG_A821_NOC_RT,XA:1978,2020,-3.03
ARE,SDG_A821_NOC_RT,XA:1978,2019,2.32
ARE,SDG_A821_NOC_RT,XA:1978,2018,-0.24
ARE,SDG_A821_NOC_RT,XA:1978,2017,1.86
ARE,SDG_A821_NOC_RT,XA:1978,2016,1.4
ARE,SDG_A821_NOC_RT,XA:1978,2015,3.39
ARE,SDG_A821_NOC_RT,XA:1978,2014,2.68
ARE,SDG_A821_NOC_RT,XA:1978,2013,3.24
ARE,SDG_A821_NOC_RT,XA:1978,2012,2.66
ARE,SDG_A821_NOC_RT,XA:1978,2011,4.93
ARE,SDG_A821_NOC_RT,XA:1978,2010,-5.5
ARE,SDG_A821_NOC_RT,XA:1978,2009,-18.54
ARE,SDG_A821_NOC_RT,XA:1978,2008,-14.78
ARE,SDG_A821_NOC_RT,XA:1978,2007,-15.27
ARE,SDG_A821_NOC_RT,XA:1978,2006,-5.45
ARE,SDG_A821_NOC_RT,XA:1978,2005,-3.33
ARE,SDG_A821_NOC_RT,XA:1978,2004,3.05
ARE,SDG_A821_NOC_RT,XA:1978,2003,2.08
ARE,SDG_A821_NOC_RT,XA:1978,2002,-4.02
ARE,SDG_A821_NOC_RT,XA:1978,2001,-5.06
ARE,SDG_A821_NOC_RT,XA:1978,2000,3.47
ARG,SDG_A821_NOC_RT,XA:1868,2022,0.85
ARG,SDG_A821_NOC_RT,XA:1868,2021,-1.51
ARG,SDG_A821_NOC_RT,XA:1868,2020,-2.31
ARG,SDG_A821_NOC_RT,XA:1868,2019,-3.53
ARG,SDG_A821_NOC_RT,XA:1868,2018,-4.04
ARG,SDG_A821_NOC_RT,XA:1868,2017,2.32
ARG,SDG_A821_NOC_RT,XA:1868,2016,-2.24
ARG,SDG_A821_NOC_RT,XA:1868,2015,2.12
ARG,SDG_A821_NOC_RT,XA:1868,2014,-2.7
ARG,SDG_A821_NOC_RT,XA:1868,2013,1.66
ARG,SDG_A821_NOC_RT,XA:1868,2012,-1.78
ARG,SDG_A821_NOC_RT,XA:1868,2011,3.23
ARG,SDG_A821_NOC_RT,XA:1868,2010,8.58
ARG,SDG_A821_NOC_RT,XA:1868,2009,-6.94
ARG,SDG_A821_NOC_RT,XA:1868,2008,3.1
ARG,SDG_A821_NOC_RT,XA:1868,2007,6.81
ARG,SDG_A821_NOC_RT,XA:1868,2006,4.36
ARG,SDG_A821_NOC_RT,XA:1868,2005,5.65
ARG,SDG_A821_NOC_RT,XA:1868,2004,3.76
ARG,SDG_A821_NOC_RT,XA:1868,2003,0.54
ARG,SDG_A821_NOC_RT,XA:1868,2002,-7.41
ARG,SDG_A821_NOC_RT,XA:1868,2001,-2.06
ARG,SDG_A821_NOC_RT,XA:1868,2000,-0.74
ARM,SDG_A821_NOC_RT,XA:1931,2022,6.8
ARM,SDG_A821_NOC_RT,XA:1931,2021,6.23
ARM,SDG_A821_NOC_RT,XA:1931,2020,-5.7
ARM,SDG_A821_NOC_RT,XA:1931,2019,5.16
ARM,SDG_A821_NOC_RT,XA:1931,2018,6.41
ARM,SDG_A821_NOC_RT,XA:1931,2017,9.02
ARM,SDG_A821_NOC_RT,XA:1931,2016,1.03
ARM,SDG_A821_NOC_RT,XA:1931,2015,4.13
ARM,SDG_A821_NOC_RT,XA:1931,2014,4.52
ARM,SDG_A821_NOC_RT,XA:1931,2013,4.01
ARM,SDG_A821_NOC_RT,XA:1931,2012,8.26
ARM,SDG_A821_NOC_RT,XA:1931,2011,5.47
ARM,SDG_A821_NOC_RT,XA:1931,2010,2.88
ARM,SDG_A821_NOC_RT,XA:1931,2009,-15.44
ARM,SDG_A821_NOC_RT,XA:1931,2008,7.13
ARM,SDG_A821_NOC_RT,XA:1931,2007,13.03
ARM,SDG_A821_NOC_RT,XA:1931,2006,12.65
ARM,SDG_A821_NOC_RT,XA:1931,2005,13.61
ARM,SDG_A821_NOC_RT,XA:1931,2004,10.2
ARM,SDG_A821_NOC_RT,XA:1931,2003,13.99
ARM,SDG_A821_NOC_RT,XA:1931,2002,13.43
ARM,SDG_A821_NOC_RT,XA:1931,2001,9.85
ARM,SDG_A821_NOC_RT,XA:1931,2000,6.1
AUS,SDG_A821_NOC_RT,XA:2202,2022,0.12
AUS,SDG_A821_NOC_RT,XA:2202,2021,0.94
AUS,SDG_A821_NOC_RT,XA:2202,2020,-0.77
AUS,SDG_A821_NOC_RT,XA:2202,2019,-0.17
AUS,SDG_A821_NOC_RT,XA:2202,2018,0.16
AUS,SDG_A821_NOC_RT,XA:2202,2017,0.02
AUS,SDG_A821_NOC_RT,XA:2202,2016,0.97
AUS,SDG_A821_NOC_RT,XA:2202,2015,0.16
AUS,SDG_A821_NOC_RT,XA:2202,2014,1.81
AUS,SDG_A821_NOC_RT,XA:2202,2013,1.69
AUS,SDG_A821_NOC_RT,XA:2202,2012,2.75
AUS,SDG_A821_NOC_RT,XA:2202,2011,0.63
AUS,SDG_A821_NOC_RT,XA:2202,2010,0.06
AUS,SDG_A821_NOC_RT,XA:2202,2009,1.25
AUS,SDG_A821_NOC_RT,XA:2202,2008,0.75
AUS,SDG_A821_NOC_RT,XA:2202,2007,0.69
AUS,SDG_A821_NOC_RT,XA:2202,2006,0.2
AUS,SDG_A821_NOC_RT,XA:2202,2005,-0.21
AUS,SDG_A821_NOC_RT,XA:2202,2004,2.39
AUS,SDG_A821_NOC_RT,XA:2202,2003,0.84
AUS,SDG_A821_NOC_RT,XA:2202,2002,2.04
AUS,SDG_A821_NOC_RT,XA:2202,2001,0.83
AUS,SDG_A821_NOC_RT,XA:2202,2000,1.26
AUT,SDG_A821_NOC_RT,XA:2089,2022,2.03
AUT,SDG_A821_NOC_RT,XA:2089,2021,4.65
AUT,SDG_A821_NOC_RT,XA:2089,2020,-5.29
AUT,SDG_A821_NOC_RT,XA:2089,2019,0.67
AUT,SDG_A821_NOC_RT,XA:2089,2018,1.06
AUT,SDG_A821_NOC_RT,XA:2089,2017,1.06
AUT,SDG_A821_NOC_RT,XA:2089,2016,0.47
AUT,SDG_A821_NOC_RT,XA:2089,2015,-0.05
AUT,SDG_A821_NOC_RT,XA:2089,2014,0.47
AUT,SDG_A821_NOC_RT,XA:2089,2013,-0.47
AUT,SDG_A821_NOC_RT,XA:2089,2012,-0.08
AUT,SDG_A821_NOC_RT,XA:2089,2011,1.93
AUT,SDG_A821_NOC_RT,XA:2089,2010,0.92
AUT,SDG_A821_NOC_RT,XA:2089,2009,-3.53
AUT,SDG_A821_NOC_RT,XA:2089,2008,-0.32
AUT,SDG_A821_NOC_RT,XA:2089,2007,1.18
AUT,SDG_A821_NOC_RT,XA:2089,2006,1.32
AUT,SDG_A821_NOC_RT,XA:2089,2005,-1.17
AUT,SDG_A821_NOC_RT,XA:2089,2004,6.38
AUT,SDG_A821_NOC_RT,XA:2089,2003,-0.23
AUT,SDG_A821_NOC_RT,XA:2089,2002,0.61
AUT,SDG_A821_NOC_RT,XA:2089,2001,0.67
AUT,SDG_A821_NOC_RT,XA:2089,2000,3.39
AZE,SDG_A821_NOC_RT,XA:2121,2022,2.69
AZE,SDG_A821_NOC_RT,XA:2121,2021,4.93
AZE,SDG_A821_NOC_RT,XA:2121,2020,-5.46
AZE,SDG_A821_NOC_RT,XA:2121,2019,1.65
AZE,SDG_A821_NOC_RT,XA:2121,2018,-0.19
AZE,SDG_A821_NOC_RT,XA:2121,2017,-1.57
AZE,SDG_A821_NOC_RT,XA:2121,2016,-5.73
AZE,SDG_A821_NOC_RT,XA:2121,2015,-0.99
AZE,SDG_A821_NOC_RT,XA:2121,2014,0.28
AZE,SDG_A821_NOC_RT,XA:2121,2013,3.86
AZE,SDG_A821_NOC_RT,XA:2121,2012,-0.06
AZE,SDG_A821_NOC_RT,XA:2121,2011,-1.99
AZE,SDG_A821_NOC_RT,XA:2121,2010,3.54
AZE,SDG_A821_NOC_RT,XA:2121,2009,7.33
AZE,SDG_A821_NOC_RT,XA:2121,2008,9.76
AZE,SDG_A821_NOC_RT,XA:2121,2007,27.38
AZE,SDG_A821_NOC_RT,XA:2121,2006,34.12
AZE,SDG_A821_NOC_RT,XA:2121,2005,26.73
AZE,SDG_A821_NOC_RT,XA:2121,2004,9.34
AZE,SDG_A821_NOC_RT,XA:2121,2003,9.45
AZE,SDG_A821_NOC_RT,XA:2121,2002,8.82
AZE,SDG_A821_NOC_RT,XA:2121,2001,9.29
AZE,SDG_A821_NOC_RT,XA:2121,2000,10.84
BDI,SDG_A821_NOC_RT,XA:2153,2022,-1.29
BDI,SDG_A821_NOC_RT,XA:2153,2021,-1.08
BDI,SDG_A821_NOC_RT,XA:2153,2020,-1.86
BDI,SDG_A821_NOC_RT,XA:2153,2019,-2.15
BDI,SDG_A821_NOC_RT,XA:2153,2018,-1.9
BDI,SDG_A821_NOC_RT,XA:2153,2017,-1.6
BDI,SDG_A821_NOC_RT,XA:2153,2016,-1.37
BDI,SDG_A821_NOC_RT,XA:2153,2015,-5.37
BDI,SDG_A821_NOC_RT,XA:2153,2014,1.6
BDI,SDG_A821_NOC_RT,XA:2153,2013,2.02
BDI,SDG_A821_NOC_RT,XA:2153,2012,1.59
BDI,SDG_A821_NOC_RT,XA:2153,2011,1.16
BDI,SDG_A821_NOC_RT,XA:2153,2010,0.48
BDI,SDG_A821_NOC_RT,XA:2153,2009,-1.61
BDI,SDG_A821_NOC_RT,XA:2153,2008,-0.26
BDI,SDG_A821_NOC_RT,XA:2153,2007,-0.96
BDI,SDG_A821_NOC_RT,XA:2153,2006,1.71
BDI,SDG_A821_NOC_RT,XA:2153,2005,-2.93
BDI,SDG_A821_NOC_RT,XA:2153,2004,0.42
BDI,SDG_A821_NOC_RT,XA:2153,2003,-4.5
BDI,SDG_A821_NOC_RT,XA:2153,2002,1.25
BDI,SDG_A821_NOC_RT,XA:2153,2001,-0.76
BDI,SDG_A821_NOC_RT,XA:2153,2000,-2.98
BEL,SDG_A821_NOC_RT,XA:2185,2022,0.33
BEL,SDG_A821_NOC_RT,XA:2185,2021,5.15
BEL,SDG_A821_NOC_RT,XA:2185,2020,-5.01
BEL,SDG_A821_NOC_RT,XA:2185,2019,0.49
BEL,SDG_A821_NOC_RT,XA:2185,2018,-0.63
BEL,SDG_A821_NOC_RT,XA:2185,2017,-1.17
BEL,SDG_A821_NOC_RT,XA:2185,2016,0.3
BEL,SDG_A821_NOC_RT,XA:2185,2015,1.72
BEL,SDG_A821_NOC_RT,XA:2185,2014,1.12
BEL,SDG_A821_NOC_RT,XA:2185,2013,0.21
BEL,SDG_A821_NOC_RT,XA:2185,2012,0.4
BEL,SDG_A821_NOC_RT,XA:2185,2011,1.38
BEL,SDG_A821_NOC_RT,XA:2185,2010,1.46
BEL,SDG_A821_NOC_RT,XA:2185,2009,-1.33
BEL,SDG_A821_NOC_RT,XA:2185,2008,-0.98
BEL,SDG_A821_NOC_RT,XA:2185,2007,1.08
BEL,SDG_A821_NOC_RT,XA:2185,2006,1.93
BEL,SDG_A821_NOC_RT,XA:2185,2005,0.35
BEL,SDG_A821_NOC_RT,XA:2185,2004,1.21
BEL,SDG_A821_NOC_RT,XA:2185,2003,0.98
BEL,SDG_A821_NOC_RT,XA:2185,2002,1.35
BEL,SDG_A821_NOC_RT,XA:2185,2001,2.91
BEL,SDG_A821_NOC_RT,XA:2185,2000,0.25
BEN,SDG_A821_NOC_RT,XA:2018,2022,2.02
BEN,SDG_A821_NOC_RT,XA:2018,2021,3.75
BEN,SDG_A821_NOC_RT,XA:2018,2020,1.91
BEN,SDG_A821_NOC_RT,XA:2018,2019,3.72
BEN,SDG_A821_NOC_RT,XA:2018,2018,5.56
BEN,SDG_A821_NOC_RT,XA:2018,2017,4.46
BEN,SDG_A821_NOC_RT,XA:2018,2016,2.08
BEN,SDG_A821_NOC_RT,XA:2018,2015,0.54
BEN,SDG_A821_NOC_RT,XA:2018,2014,4.93
BEN,SDG_A821_NOC_RT,XA:2018,2013,5.61
BEN,SDG_A821_NOC_RT,XA:2018,2012,3.13
BEN,SDG_A821_NOC_RT,XA:2018,2011,1.35
BEN,SDG_A821_NOC_RT,XA:2018,2010,-1.17
BEN,SDG_A821_NOC_RT,XA:2018,2009,-0.95
BEN,SDG_A821_NOC_RT,XA:2018,2008,1.64
BEN,SDG_A821_NOC_RT,XA:2018,2007,2.85
BEN,SDG_A821_NOC_RT,XA:2018,2006,0.58
BEN,SDG_A821_NOC_RT,XA:2018,2005,-1.74
BEN,SDG_A821_NOC_RT,XA:2018,2004,1.1
BEN,SDG_A821_NOC_RT,XA:2018,2003,0.14
BEN,SDG_A821_NOC_RT,XA:2018,2002,1.24
BEN,SDG_A821_NOC_RT,XA:2018,2001,1.9
BEN,SDG_A821_NOC_RT,XA:2018,2000,2.39
BFA,SDG_A821_NOC_RT,XA:2034,2022,-0.05
BFA,SDG_A821_NOC_RT,XA:2034,2021,2.73
BFA,SDG_A821_NOC_RT,XA:2034,2020,0.01
BFA,SDG_A821_NOC_RT,XA:2034,2019,2.5
BFA,SDG_A821_NOC_RT,XA:2034,2018,3.49
BFA,SDG_A821_NOC_RT,XA:2034,2017,3.05
BFA,SDG_A821_NOC_RT,XA:2034,2016,2.79
BFA,SDG_A821_NOC_RT,XA:2034,2015,0.93
BFA,SDG_A821_NOC_RT,XA:2034,2014,2.81
BFA,SDG_A821_NOC_RT,XA:2034,2013,4.22
BFA,SDG_A821_NOC_RT,XA:2034,2012,4.83
BFA,SDG_A821_NOC_RT,XA:2034,2011,5.12
BFA,SDG_A821_NOC_RT,XA:2034,2010,6.84
BFA,SDG_A821_NOC_RT,XA:2034,2009,1.55
BFA,SDG_A821_NOC_RT,XA:2034,2008,4.2
BFA,SDG_A821_NOC_RT,XA:2034,2007,1.8
BFA,SDG_A821_NOC_RT,XA:2034,2006,3.72
BFA,SDG_A821_NOC_RT,XA:2034,2005,6.86
BFA,SDG_A821_NOC_RT,XA:2034,2004,2.74
BFA,SDG_A821_NOC_RT,XA:2034,2003,5.23
BFA,SDG_A821_NOC_RT,XA:2034,2002,1.86
BFA,SDG_A821_NOC_RT,XA:2034,2001,3.99
BFA,SDG_A821_NOC_RT,XA:2034,2000,-0.45
BGD,SDG_A821_NOC_RT,XA:1939,2022,4.06
BGD,SDG_A821_NOC_RT,XA:1939,2021,4.44
BGD,SDG_A821_NOC_RT,XA:1939,2020,3.33
BGD,SDG_A821_NOC_RT,XA:1939,2019,5.58
BGD,SDG_A821_NOC_RT,XA:1939,2018,4.86
BGD,SDG_A821_NOC_RT,XA:1939,2017,0.27
BGD,SDG_A821_NOC_RT,XA:1939,2016,5.13
BGD,SDG_A821_NOC_RT,XA:1939,2015,4.63
BGD,SDG_A821_NOC_RT,XA:1939,2014,4.07
BGD,SDG_A821_NOC_RT,XA:1939,2013,4.39
BGD,SDG_A821_NOC_RT,XA:1939,2012,4.98
BGD,SDG_A821_NOC_RT,XA:1939,2011,5.06
BGD,SDG_A821_NOC_RT,XA:1939,2010,2.21
BGD,SDG_A821_NOC_RT,XA:1939,2009,4.4
BGD,SDG_A821_NOC_RT,XA:1939,2008,5.45
BGD,SDG_A821_NOC_RT,XA:1939,2007,6.34
BGD,SDG_A821_NOC_RT,XA:1939,2006,4.24
BGD,SDG_A821_NOC_RT,XA:1939,2005,4.28
BGD,SDG_A821_NOC_RT,XA:1939,2004,2.84
BGD,SDG_A821_NOC_RT,XA:1939,2003,2.74
BGD,SDG_A821_NOC_RT,XA:1939,2002,1.64
BGD,SDG_A821_NOC_RT,XA:1939,2001,2.76
BGD,SDG_A821_NOC_RT,XA:1939,2000,2.64
BGR,SDG_A821_NOC_RT,XA:2203,2022,2.65
BGR,SDG_A821_NOC_RT,XA:2203,2021,6.28
BGR,SDG_A821_NOC_RT,XA:2203,2020,-0.72
BGR,SDG_A821_NOC_RT,XA:2203,2019,1.57
BGR,SDG_A821_NOC_RT,XA:2203,2018,2.63
BGR,SDG_A821_NOC_RT,XA:2203,2017,-1.61
BGR,SDG_A821_NOC_RT,XA:2203,2016,3.57
BGR,SDG_A821_NOC_RT,XA:2203,2015,1.79
BGR,SDG_A821_NOC_RT,XA:2203,2014,-0.38
BGR,SDG_A821_NOC_RT,XA:2203,2013,-0.42
BGR,SDG_A821_NOC_RT,XA:2203,2012,1.71
BGR,SDG_A821_NOC_RT,XA:2203,2011,5.79
BGR,SDG_A821_NOC_RT,XA:2203,2010,5.48
BGR,SDG_A821_NOC_RT,XA:2203,2009,0.07
BGR,SDG_A821_NOC_RT,XA:2203,2008,2.94
BGR,SDG_A821_NOC_RT,XA:2203,2007,2.18
BGR,SDG_A821_NOC_RT,XA:2203,2006,2.63
BGR,SDG_A821_NOC_RT,XA:2203,2005,6.86
BGR,SDG_A821_NOC_RT,XA:2203,2004,3.41
BGR,SDG_A821_NOC_RT,XA:2203,2003,1.95
BGR,SDG_A821_NOC_RT,XA:2203,2002,4.92
BGR,SDG_A821_NOC_RT,XA:2203,2001,6.41
BGR,SDG_A821_NOC_RT,XA:2203,2000,9.44
BHR,SDG_A821_NOC_RT,XA:2081,2022,1.38
BHR,SDG_A821_NOC_RT,XA:2081,2021,2.6
BHR,SDG_A821_NOC_RT,XA:2081,2020,-0.61
BHR,SDG_A821_NOC_RT,XA:2081,2019,1.7
BHR,SDG_A821_NOC_RT,XA:2081,2018,-0.68
BHR,SDG_A821_NOC_RT,XA:2081,2017,-0.11
BHR,SDG_A821_NOC_RT,XA:2081,2016,-0.78
BHR,SDG_A821_NOC_RT,XA:2081,2015,-0.96
BHR,SDG_A821_NOC_RT,XA:2081,2014,1.57
BHR,SDG_A821_NOC_RT,XA:2081,2013,1.94
BHR,SDG_A821_NOC_RT,XA:2081,2012,1.67
BHR,SDG_A821_NOC_RT,XA:2081,2011,3.18
BHR,SDG_A821_NOC_RT,XA:2081,2010,0.09
BHR,SDG_A821_NOC_RT,XA:2081,2009,-5.79
BHR,SDG_A821_NOC_RT,XA:2081,2008,-2.81
BHR,SDG_A821_NOC_RT,XA:2081,2007,-1.35
BHR,SDG_A821_NOC_RT,XA:2081,2006,-3.37
BHR,SDG_A821_NOC_RT,XA:2081,2005,-3.51
BHR,SDG_A821_NOC_RT,XA:2081,2004,-2.17
BHR,SDG_A821_NOC_RT,XA:2081,2003,0.31
BHR,SDG_A821_NOC_RT,XA:2081,2002,-0.81
BHR,SDG_A821_NOC_RT,XA:2081,2001,-1.64
BHR,SDG_A821_NOC_RT,XA:2081,2000,0.97
BHS,SDG_A821_NOC_RT,XA:2097,2022,3.15
BHS,SDG_A821_NOC_RT,XA:2097,2021,9.07
BHS,SDG_A821_NOC_RT,XA:2097,2020,-18.34
BHS,SDG_A821_NOC_RT,XA:2097,2019,0.64
BHS,SDG_A821_NOC_RT,XA:2097,2018,0.53
BHS,SDG_A821_NOC_RT,XA:2097,2017,-1.83
BHS,SDG_A821_NOC_RT,XA:2097,2016,-1.61
BHS,SDG_A821_NOC_RT,XA:2097,2015,-2.56
BHS,SDG_A821_NOC_RT,XA:2097,2014,-2.55
BHS,SDG_A821_NOC_RT,XA:2097,2013,-1.8
BHS,SDG_A821_NOC_RT,XA:2097,2012,0.59
BHS,SDG_A821_NOC_RT,XA:2097,2011,-1.11
BHS,SDG_A821_NOC_RT,XA:2097,2010,-0.24
BHS,SDG_A821_NOC_RT,XA:2097,2009,1.22
BHS,SDG_A821_NOC_RT,XA:2097,2008,-3.5
BHS,SDG_A821_NOC_RT,XA:2097,2007,0.04
BHS,SDG_A821_NOC_RT,XA:2097,2006,-2.25
BHS,SDG_A821_NOC_RT,XA:2097,2005,1.49
BHS,SDG_A821_NOC_RT,XA:2097,2004,-1.54
BHS,SDG_A821_NOC_RT,XA:2097,2003,-0.9
BHS,SDG_A821_NOC_RT,XA:2097,2002,3.19
BHS,SDG_A821_NOC_RT,XA:2097,2001,0.14
BHS,SDG_A821_NOC_RT,XA:2097,2000,1.6
BIH,SDG_A821_NOC_RT,XA:2113,2022,3.04
BIH,SDG_A821_NOC_RT,XA:2113,2021,1.95
BIH,SDG_A821_NOC_RT,XA:2113,2020,-1.91
BIH,SDG_A821_NOC_RT,XA:2113,2019,-1.52
BIH,SDG_A821_NOC_RT,XA:2113,2018,2.6
BIH,SDG_A821_NOC_RT,XA:2113,2017,-2.11
BIH,SDG_A821_NOC_RT,XA:2113,2016,1.46
BIH,SDG_A821_NOC_RT,XA:2113,2015,4.44
BIH,SDG_A821_NOC_RT,XA:2113,2014,0.18
BIH,SDG_A821_NOC_RT,XA:2113,2013,3.79
BIH,SDG_A821_NOC_RT,XA:2113,2012,0.62
BIH,SDG_A821_NOC_RT,XA:2113,2011,3.88
BIH,SDG_A821_NOC_RT,XA:2113,2010,5.34
BIH,SDG_A821_NOC_RT,XA:2113,2009,-0.38
BIH,SDG_A821_NOC_RT,XA:2113,2008,-2.75
BIH,SDG_A821_NOC_RT,XA:2113,2007,2.15
BIH,SDG_A821_NOC_RT,XA:2113,2006,6.87
BIH,SDG_A821_NOC_RT,XA:2113,2005,5.33
BIH,SDG_A821_NOC_RT,XA:2113,2004,7.92
BIH,SDG_A821_NOC_RT,XA:2113,2003,4.18
BIH,SDG_A821_NOC_RT,XA:2113,2002,4.95
BIH,SDG_A821_NOC_RT,XA:2113,2001,1.77
BIH,SDG_A821_NOC_RT,XA:2113,2000,12.86
BLR,SDG_A821_NOC_RT,XA:2129,2022,-6.15
BLR,SDG_A821_NOC_RT,XA:2129,2021,2.71
BLR,SDG_A821_NOC_RT,XA:2129,2020,0
BLR,SDG_A821_NOC_RT,XA:2129,2019,1.35
BLR,SDG_A821_NOC_RT,XA:2129,2018,2.64
BLR,SDG_A821_NOC_RT,XA:2129,2017,2.49
BLR,SDG_A821_NOC_RT,XA:2129,2016,-2.44
BLR,SDG_A821_NOC_RT,XA:2129,2015,-3.93
BLR,SDG_A821_NOC_RT,XA:2129,2014,1.78
BLR,SDG_A821_NOC_RT,XA:2129,2013,0.98
BLR,SDG_A821_NOC_RT,XA:2129,2012,1.49
BLR,SDG_A821_NOC_RT,XA:2129,2011,5.11
BLR,SDG_A821_NOC_RT,XA:2129,2010,7.7
BLR,SDG_A821_NOC_RT,XA:2129,2009,-1.18
BLR,SDG_A821_NOC_RT,XA:2129,2008,8.94
BLR,SDG_A821_NOC_RT,XA:2129,2007,7.29
BLR,SDG_A821_NOC_RT,XA:2129,2006,8.84
BLR,SDG_A821_NOC_RT,XA:2129,2005,8.11
BLR,SDG_A821_NOC_RT,XA:2129,2004,10.41
BLR,SDG_A821_NOC_RT,XA:2129,2003,5.84
BLR,SDG_A821_NOC_RT,XA:2129,2002,3.56
BLR,SDG_A821_NOC_RT,XA:2129,2001,2.88
BLR,SDG_A821_NOC_RT,XA:2129,2000,3.91
BLZ,SDG_A821_NOC_RT,XA:2145,2022,-0.12
BLZ,SDG_A821_NOC_RT,XA:2145,2021,11.19
BLZ,SDG_A821_NOC_RT,XA:2145,2020,-11.78
BLZ,SDG_A821_NOC_RT,XA:2145,2019,0.52
BLZ,SDG_A821_NOC_RT,XA:2145,2018,0.34
BLZ,SDG_A821_NOC_RT,XA:2145,2017,-0.72
BLZ,SDG_A821_NOC_RT,XA:2145,2016,-4.44
BLZ,SDG_A821_NOC_RT,XA:2145,2015,-1.68
BLZ,SDG_A821_NOC_RT,XA:2145,2014,-0.38
BLZ,SDG_A821_NOC_RT,XA:2145,2013,-2.88
BLZ,SDG_A821_NOC_RT,XA:2145,2012,-1.44
