ref_area,indicator,source,time,obs_value
VEN,SDG_A821_NOC_RT,XA:2180,2000,0.3
VIR,SDG_A821_NOC_RT,XA:2182,2022,2.51
VIR,SDG_A821_NOC_RT,XA:2182,2021,2.11
VIR,SDG_A821_NOC_RT,XA:2182,2020,-7.77
VIR,SDG_A821_NOC_RT,XA:2182,2019,8.83
VIR,SDG_A821_NOC_RT,XA:2182,2018,10.15
VIR,SDG_A821_NOC_RT,XA:2182,2017,-2.03
VIR,SDG_A821_NOC_RT,XA:2182,2016,2.69
VIR,SDG_A821_NOC_RT,XA:2182,2015,-4.29
VIR,SDG_A821_NOC_RT,XA:2182,2014,-0.05
VIR,SDG_A821_NOC_RT,XA:2182,2013,0.22
VIR,SDG_A821_NOC_RT,XA:2182,2012,-12.89
VIR,SDG_A821_NOC_RT,XA:2182,2011,-8.63
VIR,SDG_A821_NOC_RT,XA:2182,2010,3.88
VIR,SDG_A821_NOC_RT,XA:2182,2009,-5.5
VIR,SDG_A821_NOC_RT,XA:2182,2008,1.24
VIR,SDG_A821_NOC_RT,XA:2182,2007,2.12
VIR,SDG_A821_NOC_RT,XA:2182,2006,1.54
VIR,SDG_A821_NOC_RT,XA:2182,2005,1.19
VIR,SDG_A821_NOC_RT,XA:2182,2004,-0.53
VIR,SDG_A821_NOC_RT,XA:2182,2003,1.97
VIR,SDG_A821_NOC_RT,XA:2182,2002,1.16
VIR,SDG_A821_NOC_RT,XA:2182,2001,-4.5
VIR,SDG_A821_NOC_RT,XA:2182,2000,0.44
VNM,SDG_A821_NOC_RT,XA:2184,2022,4.76
VNM,SDG_A821_NOC_RT,XA:2184,2021,2.34
VNM,SDG_A821_NOC_RT,XA:2184,2020,5.51
VNM,SDG_A821_NOC_RT,XA:2184,2019,6.5
VNM,SDG_A821_NOC_RT,XA:2184,2018,5.95
VNM,SDG_A821_NOC_RT,XA:2184,2017,6.34
VNM,SDG_A821_NOC_RT,XA:2184,2016,6.35
VNM,SDG_A821_NOC_RT,XA:2184,2015,6.17
VNM,SDG_A821_NOC_RT,XA:2184,2014,5.07
VNM,SDG_A821_NOC_RT,XA:2184,2013,3.41
VNM,SDG_A821_NOC_RT,XA:2184,2012,4.22
VNM,SDG_A821_NOC_RT,XA:2184,2011,4.58
VNM,SDG_A821_NOC_RT,XA:2184,2010,3.55
VNM,SDG_A821_NOC_RT,XA:2184,2009,2.36
VNM,SDG_A821_NOC_RT,XA:2184,2008,2.59
VNM,SDG_A821_NOC_RT,XA:2184,2007,3.67
VNM,SDG_A821_NOC_RT,XA:2184,2006,3.46
VNM,SDG_A821_NOC_RT,XA:2184,2005,3.88
VNM,SDG_A821_NOC_RT,XA:2184,2004,6.07
VNM,SDG_A821_NOC_RT,XA:2184,2003,5.5
VNM,SDG_A821_NOC_RT,XA:2184,2002,4.02
VNM,SDG_A821_NOC_RT,XA:2184,2001,3.3
VNM,SDG_A821_NOC_RT,XA:2184,2000,5.84
VUT,SDG_A821_NOC_RT,XA:2186,2022,-1.39
VUT,SDG_A821_NOC_RT,XA:2186,2021,-2.51
VUT,SDG_A821_NOC_RT,XA:2186,2020,-6.59
VUT,SDG_A821_NOC_RT,XA:2186,2019,0.83
VUT,SDG_A821_NOC_RT,XA:2186,2018,0.61
VUT,SDG_A821_NOC_RT,XA:2186,2017,4.07
VUT,SDG_A821_NOC_RT,XA:2186,2016,2.42
VUT,SDG_A821_NOC_RT,XA:2186,2015,-1.8
VUT,SDG_A821_NOC_RT,XA:2186,2014,0.94
VUT,SDG_A821_NOC_RT,XA:2186,2013,-1.78
VUT,SDG_A821_NOC_RT,XA:2186,2012,-1.21
VUT,SDG_A821_NOC_RT,XA:2186,2011,0.84
VUT,SDG_A821_NOC_RT,XA:2186,2010,-1.41
VUT,SDG_A821_NOC_RT,XA:2186,2009,0.06
VUT,SDG_A821_NOC_RT,XA:2186,2008,2.51
VUT,SDG_A821_NOC_RT,XA:2186,2007,-0.2
VUT,SDG_A821_NOC_RT,XA:2186,2006,5.32
VUT,SDG_A821_NOC_RT,XA:2186,2005,2.04
VUT,SDG_A821_NOC_RT,XA:2186,2004,0.66
VUT,SDG_A821_NOC_RT,XA:2186,2003,0.68
VUT,SDG_A821_NOC_RT,XA:2186,2002,-8.82
VUT,SDG_A821_NOC_RT,XA:2186,2001,-6.81
VUT,SDG_A821_NOC_RT,XA:2186,2000,2.72
WSM,SDG_A821_NOC_RT,XA:2188,2022,-6.45
WSM,SDG_A821_NOC_RT,XA:2188,2021,-9.34
WSM,SDG_A821_NOC_RT,XA:2188,2020,-3.1
WSM,SDG_A821_NOC_RT,XA:2188,2019,2.98
WSM,SDG_A821_NOC_RT,XA:2188,2018,-2.41
WSM,SDG_A821_NOC_RT,XA:2188,2017,0.61
WSM,SDG_A821_NOC_RT,XA:2188,2016,7.59
WSM,SDG_A821_NOC_RT,XA:2188,2015,3.55
WSM,SDG_A821_NOC_RT,XA:2188,2014,-1.01
WSM,SDG_A821_NOC_RT,XA:2188,2013,-1.72
WSM,SDG_A821_NOC_RT,XA:2188,2012,-2.34
WSM,SDG_A821_NOC_RT,XA:2188,2011,3.17
WSM,SDG_A821_NOC_RT,XA:2188,2010,1.24
WSM,SDG_A821_NOC_RT,XA:2188,2009,-1.84
WSM,SDG_A821_NOC_RT,XA:2188,2008,2.61
WSM,SDG_A821_NOC_RT,XA:2188,2007,-0.41
WSM,SDG_A821_NOC_RT,XA:2188,2006,1.31
WSM,SDG_A821_NOC_RT,XA:2188,2005,6.22
WSM,SDG_A821_NOC_RT,XA:2188,2004,2.76
WSM,SDG_A821_NOC_RT,XA:2188,2003,4.83
WSM,SDG_A821_NOC_RT,XA:2188,2002,5.48
WSM,SDG_A821_NOC_RT,XA:2188,2001,7.62
WSM,SDG_A821_NOC_RT,XA:2188,2000,5.03
X01,SDG_A821_NOC_RT,XA:8405,2022,0.54
X01,SDG_A821_NOC_RT,XA:8405,2021,2.39
X01,SDG_A821_NOC_RT,XA:8405,2020,-0.35
X01,SDG_A821_NOC_RT,XA:8405,2019,0.61
X01,SDG_A821_NOC_RT,XA:8405,2018,2.1
X01,SDG_A821_NOC_RT,XA:8405,2017,2.26
X01,SDG_A821_NOC_RT,XA:8405,2016,1.75
X01,SDG_A821_NOC_RT,XA:8405,2015,2.03
X01,SDG_A821_NOC_RT,XA:8405,2014,1.98
X01,SDG_A821_NOC_RT,XA:8405,2013,2
X01,SDG_A821_NOC_RT,XA:8405,2012,1.61
X01,SDG_A821_NOC_RT,XA:8405,2011,1.95
X01,SDG_A821_NOC_RT,XA:8405,2010,3.23
X01,SDG_A821_NOC_RT,XA:8405,2009,-1.92
X01,SDG_A821_NOC_RT,XA:8405,2008,0.79
X01,SDG_A821_NOC_RT,XA:8405,2007,2.69
X01,SDG_A821_NOC_RT,XA:8405,2006,2.63
X01,SDG_A821_NOC_RT,XA:8405,2005,2.44
X01,SDG_A821_NOC_RT,XA:8405,2004,2.89
X01,SDG_A821_NOC_RT,XA:8405,2003,1.76
X01,SDG_A821_NOC_RT,XA:8405,2002,1.13
X01,SDG_A821_NOC_RT,XA:8405,2001,0.74
X01,SDG_A821_NOC_RT,XA:8405,2000,2.45
X02,SDG_A821_NOC_RT,XA:8402,2022,-0.17
X02,SDG_A821_NOC_RT,XA:8402,2021,0.57
X02,SDG_A821_NOC_RT,XA:8402,2020,-1.68
X02,SDG_A821_NOC_RT,XA:8402,2019,0.42
X02,SDG_A821_NOC_RT,XA:8402,2018,0
X02,SDG_A821_NOC_RT,XA:8402,2017,-0.25
X02,SDG_A821_NOC_RT,XA:8402,2016,-0.2
X02,SDG_A821_NOC_RT,XA:8402,2015,-3.05
X02,SDG_A821_NOC_RT,XA:8402,2014,1.92
X02,SDG_A821_NOC_RT,XA:8402,2013,0.4
X02,SDG_A821_NOC_RT,XA:8402,2012,-4.86
X02,SDG_A821_NOC_RT,XA:8402,2011,-2.02
X02,SDG_A821_NOC_RT,XA:8402,2010,3.7
X02,SDG_A821_NOC_RT,XA:8402,2009,0.25
X02,SDG_A821_NOC_RT,XA:8402,2008,2.52
X02,SDG_A821_NOC_RT,XA:8402,2007,2.88
X02,SDG_A821_NOC_RT,XA:8402,2006,2.6
X02,SDG_A821_NOC_RT,XA:8402,2005,3.06
X02,SDG_A821_NOC_RT,XA:8402,2004,2.49
X02,SDG_A821_NOC_RT,XA:8402,2003,1.69
X02,SDG_A821_NOC_RT,XA:8402,2002,1.91
X02,SDG_A821_NOC_RT,XA:8402,2001,1.92
X02,SDG_A821_NOC_RT,XA:8402,2000,0.5
X03,SDG_A821_NOC_RT,XA:8403,2022,1.85
X03,SDG_A821_NOC_RT,XA:8403,2021,2.12
X03,SDG_A821_NOC_RT,XA:8403,2020,-0.69
X03,SDG_A821_NOC_RT,XA:8403,2019,-0.19
X03,SDG_A821_NOC_RT,XA:8403,2018,3.59
X03,SDG_A821_NOC_RT,XA:8403,2017,3.82
X03,SDG_A821_NOC_RT,XA:8403,2016,4.56
X03,SDG_A821_NOC_RT,XA:8403,2015,3.97
X03,SDG_A821_NOC_RT,XA:8403,2014,4.42
X03,SDG_A821_NOC_RT,XA:8403,2013,4
X03,SDG_A821_NOC_RT,XA:8403,2012,3.16
X03,SDG_A821_NOC_RT,XA:8403,2011,3.26
X03,SDG_A821_NOC_RT,XA:8403,2010,4.21
X03,SDG_A821_NOC_RT,XA:8403,2009,2.54
X03,SDG_A821_NOC_RT,XA:8403,2008,2.09
X03,SDG_A821_NOC_RT,XA:8403,2007,4.26
X03,SDG_A821_NOC_RT,XA:8403,2006,4.01
X03,SDG_A821_NOC_RT,XA:8403,2005,4.47
X03,SDG_A821_NOC_RT,XA:8403,2004,4.57
X03,SDG_A821_NOC_RT,XA:8403,2003,4.31
X03,SDG_A821_NOC_RT,XA:8403,2002,3.23
X03,SDG_A821_NOC_RT,XA:8403,2001,2.23
X03,SDG_A821_NOC_RT,XA:8403,2000,1.6
X04,SDG_A821_NOC_RT,XA:8401,2022,1.72
X04,SDG_A821_NOC_RT,XA:8401,2021,3.01
X04,SDG_A821_NOC_RT,XA:8401,2020,3.56
X04,SDG_A821_NOC_RT,XA:8401,2019,3.79
X04,SDG_A821_NOC_RT,XA:8401,2018,4.19
X04,SDG_A821_NOC_RT,XA:8401,2017,4.59
X04,SDG_A821_NOC_RT,XA:8401,2016,3.64
X04,SDG_A821_NOC_RT,XA:8401,2015,3.56
X04,SDG_A821_NOC_RT,XA:8401,2014,3.97
X04,SDG_A821_NOC_RT,XA:8401,2013,5.1
X04,SDG_A821_NOC_RT,XA:8401,2012,5.05
X04,SDG_A821_NOC_RT,XA:8401,2011,5.6
X04,SDG_A821_NOC_RT,XA:8401,2010,7.57
X04,SDG_A821_NOC_RT,XA:8401,2009,2.49
X04,SDG_A821_NOC_RT,XA:8401,2008,5.88
X04,SDG_A821_NOC_RT,XA:8401,2007,8.52
X04,SDG_A821_NOC_RT,XA:8401,2006,7.6
X04,SDG_A821_NOC_RT,XA:8401,2005,6.3
X04,SDG_A821_NOC_RT,XA:8401,2004,6.82
X04,SDG_A821_NOC_RT,XA:8401,2003,4.56
X04,SDG_A821_NOC_RT,XA:8401,2002,3.22
X04,SDG_A821_NOC_RT,XA:8401,2001,2.69
X04,SDG_A821_NOC_RT,XA:8401,2000,4.74
X05,SDG_A821_NOC_RT,XA:8404,2022,-0.19
X05,SDG_A821_NOC_RT,XA:8404,2021,3.57
X05,SDG_A821_NOC_RT,XA:8404,2020,-1.66
X05,SDG_A821_NOC_RT,XA:8404,2019,0.44
X05,SDG_A821_NOC_RT,XA:8404,2018,0.86
X05,SDG_A821_NOC_RT,XA:8404,2017,0.94
X05,SDG_A821_NOC_RT,XA:8404,2016,0.31
X05,SDG_A821_NOC_RT,XA:8404,2015,1.05
X05,SDG_A821_NOC_RT,XA:8404,2014,0.68
X05,SDG_A821_NOC_RT,XA:8404,2013,0.75
X05,SDG_A821_NOC_RT,XA:8404,2012,0.54
X05,SDG_A821_NOC_RT,XA:8404,2011,1
X05,SDG_A821_NOC_RT,XA:8404,2010,2.79
X05,SDG_A821_NOC_RT,XA:8404,2009,-1.58
X05,SDG_A821_NOC_RT,XA:8404,2008,-0.41
X05,SDG_A821_NOC_RT,XA:8404,2007,1.08
X05,SDG_A821_NOC_RT,XA:8404,2006,1.25
X05,SDG_A821_NOC_RT,XA:8404,2005,1.32
X05,SDG_A821_NOC_RT,XA:8404,2004,2.44
X05,SDG_A821_NOC_RT,XA:8404,2003,1.56
X05,SDG_A821_NOC_RT,XA:8404,2002,1.51
X05,SDG_A821_NOC_RT,XA:8404,2001,0.85
X05,SDG_A821_NOC_RT,XA:8404,2000,2.65
X06,SDG_A821_NOC_RT,XA:8372,2022,-0.28
X06,SDG_A821_NOC_RT,XA:8372,2021,1.22
X06,SDG_A821_NOC_RT,XA:8372,2020,-3.04
X06,SDG_A821_NOC_RT,XA:8372,2019,-0.36
X06,SDG_A821_NOC_RT,XA:8372,2018,0.44
X06,SDG_A821_NOC_RT,XA:8372,2017,0.73
X06,SDG_A821_NOC_RT,XA:8372,2016,-1.12
X06,SDG_A821_NOC_RT,XA:8372,2015,0.31
X06,SDG_A821_NOC_RT,XA:8372,2014,1.21
X06,SDG_A821_NOC_RT,XA:8372,2013,1.33
X06,SDG_A821_NOC_RT,XA:8372,2012,3.03
X06,SDG_A821_NOC_RT,XA:8372,2011,-1.02
X06,SDG_A821_NOC_RT,XA:8372,2010,3.35
X06,SDG_A821_NOC_RT,XA:8372,2009,0.47
X06,SDG_A821_NOC_RT,XA:8372,2008,2.3
X06,SDG_A821_NOC_RT,XA:8372,2007,2.98
X06,SDG_A821_NOC_RT,XA:8372,2006,2.74
X06,SDG_A821_NOC_RT,XA:8372,2005,2.68
X06,SDG_A821_NOC_RT,XA:8372,2004,2.33
X06,SDG_A821_NOC_RT,XA:8372,2003,1.58
X06,SDG_A821_NOC_RT,XA:8372,2002,2.33
X06,SDG_A821_NOC_RT,XA:8372,2001,1.04
X06,SDG_A821_NOC_RT,XA:8372,2000,1.36
X21,SDG_A821_NOC_RT,XA:8377,2022,-2.2
X21,SDG_A821_NOC_RT,XA:8377,2021,0.47
X21,SDG_A821_NOC_RT,XA:8377,2020,3.18
X21,SDG_A821_NOC_RT,XA:8377,2019,0.23
X21,SDG_A821_NOC_RT,XA:8377,2018,0.74
X21,SDG_A821_NOC_RT,XA:8377,2017,0.46
X21,SDG_A821_NOC_RT,XA:8377,2016,0.33
X21,SDG_A821_NOC_RT,XA:8377,2015,0.68
X21,SDG_A821_NOC_RT,XA:8377,2014,0.42
X21,SDG_A821_NOC_RT,XA:8377,2013,0.78
X21,SDG_A821_NOC_RT,XA:8377,2012,0.04
X21,SDG_A821_NOC_RT,XA:8377,2011,0.89
X21,SDG_A821_NOC_RT,XA:8377,2010,2.39
X21,SDG_A821_NOC_RT,XA:8377,2009,-1.76
X21,SDG_A821_NOC_RT,XA:8377,2008,-0.27
X21,SDG_A821_NOC_RT,XA:8377,2007,1.41
X21,SDG_A821_NOC_RT,XA:8377,2006,0.86
X21,SDG_A821_NOC_RT,XA:8377,2005,1.23
X21,SDG_A821_NOC_RT,XA:8377,2004,1.81
X21,SDG_A821_NOC_RT,XA:8377,2003,0.97
X21,SDG_A821_NOC_RT,XA:8377,2002,0.46
X21,SDG_A821_NOC_RT,XA:8377,2001,-0.56
X21,SDG_A821_NOC_RT,XA:8377,2000,2.03
X36,SDG_A821_NOC_RT,XA:8384,2022,2.26
X36,SDG_A821_NOC_RT,XA:8384,2021,2.26
X36,SDG_A821_NOC_RT,XA:8384,2020,-5.23
X36,SDG_A821_NOC_RT,XA:8384,2019,-2.17
X36,SDG_A821_NOC_RT,XA:8384,2018,-0.91
X36,SDG_A821_NOC_RT,XA:8384,2017,-0.99
X36,SDG_A821_NOC_RT,XA:8384,2016,0.01
X36,SDG_A821_NOC_RT,XA:8384,2015,-0.36
X36,SDG_A821_NOC_RT,XA:8384,2014,0.35
X36,SDG_A821_NOC_RT,XA:8384,2013,0.36
X36,SDG_A821_NOC_RT,XA:8384,2012,1.36
X36,SDG_A821_NOC_RT,XA:8384,2011,3.14
X36,SDG_A821_NOC_RT,XA:8384,2010,0.32
X36,SDG_A821_NOC_RT,XA:8384,2009,-5.76
X36,SDG_A821_NOC_RT,XA:8384,2008,0.55
X36,SDG_A821_NOC_RT,XA:8384,2007,-1.95
X36,SDG_A821_NOC_RT,XA:8384,2006,1.01
X36,SDG_A821_NOC_RT,XA:8384,2005,1.47
X36,SDG_A821_NOC_RT,XA:8384,2004,7.68
X36,SDG_A821_NOC_RT,XA:8384,2003,0.7
X36,SDG_A821_NOC_RT,XA:8384,2002,-3.48
X36,SDG_A821_NOC_RT,XA:8384,2001,-1.39
X36,SDG_A821_NOC_RT,XA:8384,2000,3.36
X40,SDG_A821_NOC_RT,XA:8385,2022,1.82
X40,SDG_A821_NOC_RT,XA:8385,2021,2.59
X40,SDG_A821_NOC_RT,XA:8385,2020,2.35
X40,SDG_A821_NOC_RT,XA:8385,2019,1.76
X40,SDG_A821_NOC_RT,XA:8385,2018,4.26
X40,SDG_A821_NOC_RT,XA:8385,2017,4.61
X40,SDG_A821_NOC_RT,XA:8385,2016,4.6
X40,SDG_A821_NOC_RT,XA:8385,2015,4.36
X40,SDG_A821_NOC_RT,XA:8385,2014,4.35
X40,SDG_A821_NOC_RT,XA:8385,2013,4.7
X40,SDG_A821_NOC_RT,XA:8385,2012,4.19
X40,SDG_A821_NOC_RT,XA:8385,2011,4.17
X40,SDG_A821_NOC_RT,XA:8385,2010,6.25
X40,SDG_A821_NOC_RT,XA:8385,2009,1.98
X40,SDG_A821_NOC_RT,XA:8385,2008,3.14
X40,SDG_A821_NOC_RT,XA:8385,2007,5.91
X40,SDG_A821_NOC_RT,XA:8385,2006,5
X40,SDG_A821_NOC_RT,XA:8385,2005,4.84
X40,SDG_A821_NOC_RT,XA:8385,2004,4.61
X40,SDG_A821_NOC_RT,XA:8385,2003,4.14
X40,SDG_A821_NOC_RT,XA:8385,2002,3.4
X40,SDG_A821_NOC_RT,XA:8385,2001,2.32
X40,SDG_A821_NOC_RT,XA:8385,2000,3.18
X60,SDG_A821_NOC_RT,XA:8393,2022,1.11
X60,SDG_A821_NOC_RT,XA:8393,2021,4.67
X60,SDG_A821_NOC_RT,XA:8393,2020,-3.55
X60,SDG_A821_NOC_RT,XA:8393,2019,1.41
X60,SDG_A821_NOC_RT,XA:8393,2018,1.19
X60,SDG_A821_NOC_RT,XA:8393,2017,1.71
X60,SDG_A821_NOC_RT,XA:8393,2016,0.78
X60,SDG_A821_NOC_RT,XA:8393,2015,1.3
X60,SDG_A821_NOC_RT,XA:8393,2014,1.19
X60,SDG_A821_NOC_RT,XA:8393,2013,0.8
X60,SDG_A821_NOC_RT,XA:8393,2012,0.01
X60,SDG_A821_NOC_RT,XA:8393,2011,1.47
X60,SDG_A821_NOC_RT,XA:8393,2010,2.3
X60,SDG_A821_NOC_RT,XA:8393,2009,-2.89
X60,SDG_A821_NOC_RT,XA:8393,2008,-0.06
X60,SDG_A821_NOC_RT,XA:8393,2007,1.62
X60,SDG_A821_NOC_RT,XA:8393,2006,2.43
X60,SDG_A821_NOC_RT,XA:8393,2005,1.24
X60,SDG_A821_NOC_RT,XA:8393,2004,2.72
X60,SDG_A821_NOC_RT,XA:8393,2003,1.29
X60,SDG_A821_NOC_RT,XA:8393,2002,1.01
X60,SDG_A821_NOC_RT,XA:8393,2001,1.35
X60,SDG_A821_NOC_RT,XA:8393,2000,3.04
YEM,SDG_A821_NOC_RT,XA:2190,2022,-2.01
YEM,SDG_A821_NOC_RT,XA:2190,2021,-3.79
YEM,SDG_A821_NOC_RT,XA:2190,2020,-9.86
YEM,SDG_A821_NOC_RT,XA:2190,2019,-2.17
YEM,SDG_A821_NOC_RT,XA:2190,2018,-2.99
YEM,SDG_A821_NOC_RT,XA:2190,2017,-8.79
YEM,SDG_A821_NOC_RT,XA:2190,2016,-13.28
YEM,SDG_A821_NOC_RT,XA:2190,2015,-30.92
YEM,SDG_A821_NOC_RT,XA:2190,2014,-1.74
YEM,SDG_A821_NOC_RT,XA:2190,2013,3.12
YEM,SDG_A821_NOC_RT,XA:2190,2012,0.59
YEM,SDG_A821_NOC_RT,XA:2190,2011,-13.72
YEM,SDG_A821_NOC_RT,XA:2190,2010,4.63
YEM,SDG_A821_NOC_RT,XA:2190,2009,0.92
YEM,SDG_A821_NOC_RT,XA:2190,2008,0.7
YEM,SDG_A821_NOC_RT,XA:2190,2007,0.42
YEM,SDG_A821_NOC_RT,XA:2190,2006,0.44
YEM,SDG_A821_NOC_RT,XA:2190,2005,3.14
YEM,SDG_A821_NOC_RT,XA:2190,2004,1.93
YEM,SDG_A821_NOC_RT,XA:2190,2003,1.83
YEM,SDG_A821_NOC_RT,XA:2190,2002,2.08
YEM,SDG_A821_NOC_RT,XA:2190,2001,2.05
YEM,SDG_A821_NOC_RT,XA:2190,2000,4.39
ZAF,SDG_A821_NOC_RT,XA:2192,2022,0.67
ZAF,SDG_A821_NOC_RT,XA:2192,2021,8.13
ZAF,SDG_A821_NOC_RT,XA:2192,2020,-2.91
ZAF,SDG_A821_NOC_RT,XA:2192,2019,0.32
ZAF,SDG_A821_NOC_RT,XA:2192,2018,1.82
ZAF,SDG_A821_NOC_RT,XA:2192,2017,-0.35
ZAF,SDG_A821_NOC_RT,XA:2192,2016,0.84
ZAF,SDG_A821_NOC_RT,XA:2192,2015,-3.35
ZAF,SDG_A821_NOC_RT,XA:2192,2014,0.76
ZAF,SDG_A821_NOC_RT,XA:2192,2013,0.95
ZAF,SDG_A821_NOC_RT,XA:2192,2012,1.77
ZAF,SDG_A821_NOC_RT,XA:2192,2011,-4.24
ZAF,SDG_A821_NOC_RT,XA:2192,2010,12.47
ZAF,SDG_A821_NOC_RT,XA:2192,2009,0.88
ZAF,SDG_A821_NOC_RT,XA:2192,2008,1.61
ZAF,SDG_A821_NOC_RT,XA:2192,2007,3.63
ZAF,SDG_A821_NOC_RT,XA:2192,2006,3.81
ZAF,SDG_A821_NOC_RT,XA:2192,2005,3.38
ZAF,SDG_A821_NOC_RT,XA:2192,2004,2.47
ZAF,SDG_A821_NOC_RT,XA:2192,2003,0.85
ZAF,SDG_A821_NOC_RT,XA:2192,2002,1.42
ZAF,SDG_A821_NOC_RT,XA:2192,2001,0.52
ZAF,SDG_A821_NOC_RT,XA:2192,2000,1.93
ZMB,SDG_A821_NOC_RT,XA:2007,2022,-0.73
ZMB,SDG_A821_NOC_RT,XA:2007,2021,1.51
ZMB,SDG_A821_NOC_RT,XA:2007,2020,-7.87
ZMB,SDG_A821_NOC_RT,XA:2007,2019,-3.48
ZMB,SDG_A821_NOC_RT,XA:2007,2018,-3.18
ZMB,SDG_A821_NOC_RT,XA:2007,2017,0.11
ZMB,SDG_A821_NOC_RT,XA:2007,2016,0.31
ZMB,SDG_A821_NOC_RT,XA:2007,2015,-0.5
ZMB,SDG_A821_NOC_RT,XA:2007,2014,1.17
ZMB,SDG_A821_NOC_RT,XA:2007,2013,1.57
ZMB,SDG_A821_NOC_RT,XA:2007,2012,0.79
ZMB,SDG_A821_NOC_RT,XA:2007,2011,-1.13
ZMB,SDG_A821_NOC_RT,XA:2007,2010,9.33
ZMB,SDG_A821_NOC_RT,XA:2007,2009,8.08
ZMB,SDG_A821_NOC_RT,XA:2007,2008,0.61
ZMB,SDG_A821_NOC_RT,XA:2007,2007,1.1
ZMB,SDG_A821_NOC_RT,XA:2007,2006,0.65
ZMB,SDG_A821_NOC_RT,XA:2007,2005,4.14
ZMB,SDG_A821_NOC_RT,XA:2007,2004,4.05
ZMB,SDG_A821_NOC_RT,XA:2007,2003,3.94
ZMB,SDG_A821_NOC_RT,XA:2007,2002,1.62
ZMB,SDG_A821_NOC_RT,XA:2007,2001,2.39
ZMB,SDG_A821_NOC_RT,XA:2007,2000,1.49
ZWE,SDG_A821_NOC_RT,XA:1914,2022,-0.35
ZWE,SDG_A821_NOC_RT,XA:1914,2021,4.03
ZWE,SDG_A821_NOC_RT,XA:1914,2020,-6.13
ZWE,SDG_A821_NOC_RT,XA:1914,2019,-7.83
ZWE,SDG_A821_NOC_RT,XA:1914,2018,2.75
ZWE,SDG_A821_NOC_RT,XA:1914,2017,2.5
ZWE,SDG_A821_NOC_RT,XA:1914,2016,-1.45
ZWE,SDG_A821_NOC_RT,XA:1914,2015,-0.42
ZWE,SDG_A821_NOC_RT,XA:1914,2014,-0.52
ZWE,SDG_A821_NOC_RT,XA:1914,2013,-0.6
ZWE,SDG_A821_NOC_RT,XA:1914,2012,14.3
ZWE,SDG_A821_NOC_RT,XA:1914,2011,13.11
ZWE,SDG_A821_NOC_RT,XA:1914,2010,18.74
ZWE,SDG_A821_NOC_RT,XA:1914,2009,11.26
ZWE,SDG_A821_NOC_RT,XA:1914,2008,-17.86
ZWE,SDG_A821_NOC_RT,XA:1914,2007,-4.18
ZWE,SDG_A821_NOC_RT,XA:1914,2006,-3.8
ZWE,SDG_A821_NOC_RT,XA:1914,2005,-5.64
ZWE,SDG_A821_NOC_RT,XA:1914,2004,-6.51
ZWE,SDG_A821_NOC_RT,XA:1914,2003,-17.77
ZWE,SDG_A821_NOC_RT,XA:1914,2002,-9.75
ZWE,SDG_A821_NOC_RT,XA:1914,2001,0.15
ZWE,SDG_A821_NOC_RT,XA:1914,2000,-4.89
