ref_area,indicator,source,sex,time,obs_value,obs_status,note_indicator,note_source
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2018,17.67,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2018,9.83,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2018,26.05,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2017,17.56,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2017,9.27,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2017,25.98,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2016,18.44,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2016,10.24,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2016,26.68,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2015,19.81,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2015,10.5,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2015,29.26,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2014,20.23,B,I11:264,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2014,10.81,B,I11:264,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2014,30.01,B,I11:264,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2013,17.36,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2013,9.38,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2013,26.01,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2012,16.55,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2012,9.13,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2012,24.46,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2011,16.43,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2011,8.32,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2011,24.9,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2010,15.66,B,I11:264,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2010,8.2,B,I11:264,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2010,23.61,B,I11:264,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2009,16.5,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2009,8.6,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2009,24.72,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2008,16.14,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2008,7.85,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2008,24.92,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2007,16.37,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2007,7.67,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2007,25.51,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2006,17.05,B,I11:264,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2006,7.57,B,I11:264,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2006,27.04,B,I11:264,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2005,17.46,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2005,7.91,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2005,27.61,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2004,18.43,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2004,9.49,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2004,27.67,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2003,21.03,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2003,11.88,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2003,30.69,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2001,18.03,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2001,8.8,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2001,27.32,,,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_T,2000,20.96,B,I11:264,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_M,2000,10.4,B,I11:264,R1:3513
ECU,SDG_0861_SEX_RT,BA:19,SEX_F,2000,31.52,B,I11:264,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_T,2021,28.74,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_M,2021,16.75,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_F,2021,42.16,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_T,2020,30.16,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_M,2020,17.18,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_F,2020,43.93,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_T,2019,27.96,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_M,2019,16.44,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_F,2019,40.34,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_T,2018,27.09,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_M,2018,18.6,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_F,2018,36.6,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_T,2017,26.9,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_M,2017,19.58,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_F,2017,35,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_T,2016,27.61,B,I11:264,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_M,2016,19.88,B,I11:264,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_F,2016,35.69,B,I11:264,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_T,2015,27.61,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_M,2015,19.76,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_F,2015,35.81,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_T,2014,26.28,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_M,2014,17.03,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_F,2014,38.01,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_T,2013,28.4,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_M,2013,17.92,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_F,2013,41.11,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_T,2012,31.55,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_M,2012,19.61,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_F,2012,45.67,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_T,2011,32.1,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_M,2011,17.95,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_F,2011,48.47,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_T,2010,33.08,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_M,2010,15.8,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_F,2010,52.01,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_T,2009,29.9,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_M,2009,16.2,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_F,2009,47.01,,,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_T,2008,29.66,B,I11:264,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_M,2008,15.68,B,I11:264,R1:3513
EGY,SDG_0861_SEX_RT,BA:582,SEX_F,2008,46.93,B,I11:264,R1:3513
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2022,10.49,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2022,10.6,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2022,10.36,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2021,10.97,B,I11:264,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2021,11.75,B,I11:264,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2021,10.14,B,I11:264,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2020,13.88,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2020,14.77,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2020,12.93,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2019,12.13,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2019,12.53,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2019,11.72,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2018,12.45,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2018,13.01,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2018,11.86,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2017,13.32,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2017,13.77,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2017,12.84,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2016,14.62,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2016,15.08,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2016,14.13,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2015,15.64,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2015,16.37,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2015,14.87,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2014,17.14,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2014,18,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2014,16.24,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2013,18.63,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2013,19.44,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2013,17.79,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2012,18.6,B,I11:264,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2012,19.57,B,I11:264,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2012,17.59,B,I11:264,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2011,18.25,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2011,19.2,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2011,17.27,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2010,17.81,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2010,18.8,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2010,16.77,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2009,18.09,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2009,19.4,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2009,16.72,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2008,14.25,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2008,13.92,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2008,14.6,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2007,12.03,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2007,10.44,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2007,13.71,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2006,11.83,B,I11:264,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2006,10.28,B,I11:264,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2006,13.46,B,I11:264,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2005,12.96,B,I11:264,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2005,11.12,B,I11:264,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2005,14.9,B,I11:264,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2004,11.76,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2004,10.31,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2004,13.29,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_T,2003,11.69,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_M,2003,9.96,,,R1:2384_T3:2479
ESP,SDG_0861_SEX_RT,BA:2244,SEX_F,2003,13.51,,,R1:2384_T3:2479
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2022,10.74,,,R1:2384_T3:2479
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2022,13.61,,,R1:2384_T3:2479
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2022,7.84,,,R1:2384_T3:2479
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2021,10.92,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2021,12.12,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2021,9.72,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2020,8.84,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2020,7.96,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2020,9.74,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2019,6.94,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2019,6.59,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2019,7.28,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2018,9.85,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2018,10.81,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2018,8.86,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2017,9.42,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2017,8.35,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2017,10.51,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2016,9.2,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2016,6.77,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2016,11.68,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2015,10.84,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2015,8.96,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2015,12.77,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2014,12.04,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2014,12.43,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2014,11.64,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2013,11.42,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2013,10.81,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2013,12.04,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2012,12.3,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2012,11.22,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2012,13.39,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2011,11.54,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2011,11.76,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2011,11.3,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2010,14.07,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2010,14.72,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2010,13.4,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2009,14.62,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2009,14.66,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2009,14.58,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2008,9.17,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2008,8.65,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2008,9.71,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2007,9.38,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2007,8.74,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2007,10.06,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2006,9.18,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2006,7.09,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2006,11.36,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2005,10.94,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2005,7.97,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2005,14.03,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2004,15.56,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2004,14.4,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2004,16.77,,,R1:3513
EST,SDG_0861_SEX_RT,BA:42,SEX_T,2003,12.12,,,R1:2384_T3:2479
EST,SDG_0861_SEX_RT,BA:42,SEX_M,2003,10.52,,,R1:2384_T3:2479
EST,SDG_0861_SEX_RT,BA:42,SEX_F,2003,13.76,,,R1:2384_T3:2479
ETH,SDG_0861_SEX_RT,BA:1126,SEX_T,2021,17.53,,,R1:3513
ETH,SDG_0861_SEX_RT,BA:1126,SEX_M,2021,9.87,,,R1:3513
ETH,SDG_0861_SEX_RT,BA:1126,SEX_F,2021,24.88,,,R1:3513
ETH,SDG_0861_SEX_RT,BA:1126,SEX_T,2013,10.48,,,R1:3513
ETH,SDG_0861_SEX_RT,BA:1126,SEX_M,2013,5.66,,,R1:3513
ETH,SDG_0861_SEX_RT,BA:1126,SEX_F,2013,15.13,,,R1:3513
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2022,7.59,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2022,8.48,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2022,6.7,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2021,7.65,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2021,8.43,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2021,6.87,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2020,9.25,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2020,10.34,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2020,8.16,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2019,8.16,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2019,8.48,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2019,7.84,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2018,8.52,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2018,8.67,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2018,8.37,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2017,9.4,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2017,9.96,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2017,8.83,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2016,9.92,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2016,10.68,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2016,9.16,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2015,10.56,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2015,11.53,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2015,9.6,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2014,10.17,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2014,11.84,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2014,8.51,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2013,9.3,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2013,10.55,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2013,8.06,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2012,8.56,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2012,8.54,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2012,8.57,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2011,8.43,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2011,8.71,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2011,8.15,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2010,9.02,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2010,9.41,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2010,8.63,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2009,9.84,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2009,10.52,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2009,9.18,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2008,7.95,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2008,7.8,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2008,8.09,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2007,7.09,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2007,6.3,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2007,7.86,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2006,7.86,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2006,7.21,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2006,8.5,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2005,8.09,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2005,7.96,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2005,8.21,B,I11:264,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2004,9.78,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2004,9.22,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2004,10.33,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_T,2003,10.96,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_M,2003,10.29,,,R1:2384_T3:2479
FIN,SDG_0861_SEX_RT,BA:2486,SEX_F,2003,11.62,,,R1:2384_T3:2479
FJI,SDG_0861_SEX_RT,BA:1135,SEX_T,2016,20.09,,,R1:3513
FJI,SDG_0861_SEX_RT,BA:1135,SEX_M,2016,10.83,,,R1:3513
FJI,SDG_0861_SEX_RT,BA:1135,SEX_F,2016,29.59,,,R1:3513
FJI,SDG_0861_SEX_RT,BA:1135,SEX_T,2014,19.09,,,T3:2479
FJI,SDG_0861_SEX_RT,BA:1135,SEX_M,2014,11.43,,,T3:2479
FJI,SDG_0861_SEX_RT,BA:1135,SEX_F,2014,27.32,,,T3:2479
FJI,SDG_0861_SEX_RT,BA:1135,SEX_T,2011,18.4,,,R1:3513
FJI,SDG_0861_SEX_RT,BA:1135,SEX_M,2011,10.03,,,R1:3513
FJI,SDG_0861_SEX_RT,BA:1135,SEX_F,2011,27.67,,,R1:3513
FJI,SDG_0861_SEX_RT,BA:1135,SEX_T,2005,20.55,B,I11:264,R1:3513
