ref_area,indicator,source,sex,time,obs_value,obs_status,note_indicator,note_source
MDA,SDG_0861_SEX_RT,BA:571,SEX_F,2005,22.63,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_T,2004,26.59,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_M,2004,30.33,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_F,2004,22.75,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_T,2003,25.14,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_M,2003,29.21,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_F,2003,20.96,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_T,2002,25.57,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_M,2002,28.59,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_F,2002,22.48,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_T,2001,24.77,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_M,2001,27.06,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_F,2001,22.43,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_T,2000,24.85,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_M,2000,26.03,,,R1:3513
MDA,SDG_0861_SEX_RT,BA:571,SEX_F,2000,23.65,,,R1:3513
MDG,SDG_0861_SEX_RT,BA:7423,SEX_T,2012,3.79,B,I11:264,R1:3513
MDG,SDG_0861_SEX_RT,BA:7423,SEX_M,2012,3.31,B,I11:264,R1:3513
MDG,SDG_0861_SEX_RT,BA:7423,SEX_F,2012,4.27,B,I11:264,R1:3513
MDV,SDG_0861_SEX_RT,BB:704,SEX_T,2019,26.27,,,R1:3513
MDV,SDG_0861_SEX_RT,BB:704,SEX_M,2019,24.07,,,R1:3513
MDV,SDG_0861_SEX_RT,BB:704,SEX_F,2019,28.51,,,R1:3513
MDV,SDG_0861_SEX_RT,BB:704,SEX_T,2016,23.79,B,I11:264,R1:3513
MDV,SDG_0861_SEX_RT,BB:704,SEX_M,2016,21.88,B,I11:264,R1:3513
MDV,SDG_0861_SEX_RT,BB:704,SEX_F,2016,25.54,B,I11:264,R1:3513
MDV,SDG_0861_SEX_RT,BB:704,SEX_T,2009,32.54,,,R1:3513
MDV,SDG_0861_SEX_RT,BB:704,SEX_M,2009,29.33,,,R1:3513
MDV,SDG_0861_SEX_RT,BB:704,SEX_F,2009,35.4,,,R1:3513
MDV,SDG_0861_SEX_RT,AA:705,SEX_T,2014,21.84,,,R1:3513
MDV,SDG_0861_SEX_RT,AA:705,SEX_M,2014,15.98,,,R1:3513
MDV,SDG_0861_SEX_RT,AA:705,SEX_F,2014,29.6,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2022,17.32,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2022,9.28,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2022,25.28,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2021,18.35,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2021,10.15,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2021,26.73,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2020,20.38,B,I11:264,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2020,11.8,B,I11:264,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2020,29.06,B,I11:264,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2019,18.3,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2019,8.88,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2019,27.71,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2018,18.41,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2018,8.3,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2018,28.58,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2017,18.7,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2017,8.08,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2017,29.37,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2016,19.5,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2016,8.58,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2016,30.45,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2015,19.72,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2015,8.8,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2015,30.73,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2014,20.28,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2014,9.3,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2014,31.45,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2013,20.47,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2013,9.46,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2013,31.36,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2012,21.14,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2012,9.88,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2012,32.32,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2011,21.82,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2011,10.69,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2011,32.76,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2010,22.18,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2010,11.12,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2010,32.96,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2009,22.14,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2009,10.9,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2009,33.12,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2008,21.91,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2008,9.51,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2008,33.58,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2007,21.09,B,I11:264,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2007,8.86,B,I11:264,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2007,32.46,B,I11:264,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2006,21.3,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2006,8.7,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2006,32.86,,,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_T,2005,21.46,B,I11:264,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_M,2005,8.62,B,I11:264,R1:3513
MEX,SDG_0861_SEX_RT,BA:463,SEX_F,2005,33.41,B,I11:264,R1:3513
MHL,SDG_0861_SEX_RT,BB:14101,SEX_T,2019,42.94,,,R1:3513
MHL,SDG_0861_SEX_RT,BB:14101,SEX_M,2019,39.39,,,R1:3513
MHL,SDG_0861_SEX_RT,BB:14101,SEX_F,2019,46.48,,,R1:3513
MHL,SDG_0861_SEX_RT,AA:1406,SEX_T,2021,39.97,B,I11:264,R1:3513
MHL,SDG_0861_SEX_RT,AA:1406,SEX_M,2021,38.07,B,I11:264,R1:3513
MHL,SDG_0861_SEX_RT,AA:1406,SEX_F,2021,42.02,B,I11:264,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2022,18.45,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2022,18.13,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2022,18.78,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2021,18.36,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2021,18.78,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2021,17.92,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2020,19.81,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2020,19.67,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2020,19.96,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2019,18.81,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2019,17.84,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2019,19.85,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2018,25.08,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2018,24.08,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2018,26.15,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2017,25.61,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2017,24.44,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2017,26.86,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2016,24.98,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2016,24.4,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2016,25.6,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2015,24.93,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2015,24.81,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2015,25.05,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2014,25.69,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2014,24.26,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2014,27.23,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2013,24.64,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2013,23.5,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2013,25.85,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2012,25.23,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2012,25.79,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2012,24.63,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2011,25.32,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2011,24.96,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2011,25.7,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2010,26.42,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2010,25.87,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2010,27,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2009,27.94,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2009,25.67,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2009,30.34,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2008,31.24,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2008,28.73,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2008,33.89,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2007,33.65,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2007,32.07,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2007,35.32,,,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_T,2006,34.48,B,I11:264,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_M,2006,32.32,B,I11:264,R1:3513
MKD,SDG_0861_SEX_RT,BA:501,SEX_F,2006,36.76,B,I11:264,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_T,2020,30.86,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_M,2020,15.21,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_F,2020,43.32,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_T,2018,26.72,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_M,2018,14.97,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_F,2018,36.85,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_T,2017,28.56,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_M,2017,17.22,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_F,2017,38.18,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_T,2016,33.98,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_M,2016,21.88,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_F,2016,43.42,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_T,2015,24.94,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_M,2015,14.9,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_F,2015,33.83,,,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_T,2014,21.31,B,I11:264,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_M,2014,9.98,B,I11:264,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_F,2014,31.73,B,I11:264,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_T,2013,18.22,B,I11:264,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_M,2013,9.07,B,I11:264,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_F,2013,26.48,B,I11:264,R1:3513
MLI,SDG_0861_SEX_RT,BA:219,SEX_T,2010,13.47,,,
MLI,SDG_0861_SEX_RT,BA:219,SEX_M,2010,10.7,,,
MLI,SDG_0861_SEX_RT,BA:219,SEX_F,2010,15.75,,,
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2022,11.22,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2022,13.25,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2022,9.13,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2021,13.5,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2021,13.29,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2021,13.74,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_O,2021,,U,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2020,9.3,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2020,10.48,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2020,7.98,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2019,8.56,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2019,8.19,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2019,8.97,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2018,7.28,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2018,6.85,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2018,7.76,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2017,8.59,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2017,8.41,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2017,8.77,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2016,8.76,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2016,6.85,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2016,10.8,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2015,10.54,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2015,9.3,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2015,11.87,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2014,10.27,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2014,8.77,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2014,11.87,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2013,9.91,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2013,9.74,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2013,10.1,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2012,10.82,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2012,10.21,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2012,11.46,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2011,10.18,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2011,9.71,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2011,10.67,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2010,9.53,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2010,8.22,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2010,10.92,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2009,9.88,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2009,9.39,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2009,10.4,,,R1:3513
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2008,8.27,,,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2008,6.82,,,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2008,9.8,,,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2007,11.54,,,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2007,11.88,,,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2007,11.18,,,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2006,10.34,,,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2006,9.76,,,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2006,10.94,,,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2005,11.9,B,I11:264,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2005,11.16,B,I11:264,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2005,12.69,B,I11:264,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2004,12.22,B,I11:264,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2004,10.51,B,I11:264,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2004,13.97,B,I11:264,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_T,2003,,U,,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_M,2003,,U,,R1:2384_T3:2479
MLT,SDG_0861_SEX_RT,BA:341,SEX_F,2003,,U,,R1:2384_T3:2479
MMR,SDG_0861_SEX_RT,BA:7009,SEX_T,2020,15.02,,,R1:3513_S3:6
MMR,SDG_0861_SEX_RT,BA:7009,SEX_M,2020,8.88,,,R1:3513_S3:6
MMR,SDG_0861_SEX_RT,BA:7009,SEX_F,2020,20.72,,,R1:3513_S3:6
MMR,SDG_0861_SEX_RT,BA:7009,SEX_T,2019,13.78,,,R1:3513
MMR,SDG_0861_SEX_RT,BA:7009,SEX_M,2019,7.79,,,R1:3513
MMR,SDG_0861_SEX_RT,BA:7009,SEX_F,2019,19.32,,,R1:3513
MMR,SDG_0861_SEX_RT,BA:7009,SEX_T,2018,12.79,,,R1:3513
MMR,SDG_0861_SEX_RT,BA:7009,SEX_M,2018,7.27,,,R1:3513
MMR,SDG_0861_SEX_RT,BA:7009,SEX_F,2018,17.89,,,R1:3513
MMR,SDG_0861_SEX_RT,BA:7009,SEX_T,2017,16.59,B,I11:264,R1:3513
MMR,SDG_0861_SEX_RT,BA:7009,SEX_M,2017,9.67,B,I11:264,R1:3513
MMR,SDG_0861_SEX_RT,BA:7009,SEX_F,2017,22.89,B,I11:264,R1:3513
MMR,SDG_0861_SEX_RT,BA:7009,SEX_T,2015,18.62,B,I11:264,R1:3513
MMR,SDG_0861_SEX_RT,BA:7009,SEX_M,2015,11.19,B,I11:264,R1:3513
MMR,SDG_0861_SEX_RT,BA:7009,SEX_F,2015,25.22,B,I11:264,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_T,2020,21.09,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_M,2020,21.51,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_F,2020,20.65,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_T,2019,17.34,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_M,2019,18.8,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_F,2019,15.77,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_T,2018,16.3,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_M,2018,18.68,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_F,2018,13.74,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_T,2017,16.69,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_M,2017,16.35,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_F,2017,17.05,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_T,2016,18.4,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_M,2016,18.74,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_F,2016,18.03,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_T,2015,19.15,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_M,2015,19.98,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_F,2015,18.28,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_T,2014,17.72,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_M,2014,18.92,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_F,2014,16.44,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_T,2013,17.87,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_M,2013,19.33,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_F,2013,16.32,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_T,2012,16.94,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_M,2012,17.24,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_F,2012,16.62,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_T,2011,16.32,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_M,2011,17.01,,,R1:3513
MNE,SDG_0861_SEX_RT,BA:14129,SEX_F,2011,15.58,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_T,2022,14.81,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_M,2022,12.78,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_F,2022,16.93,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_T,2021,17.18,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_M,2021,16.28,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_F,2021,18.06,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_T,2020,18.5,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_M,2020,16.33,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_F,2020,20.65,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_T,2019,18.45,B,I11:264,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_M,2019,16.9,B,I11:264,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_F,2019,20.11,B,I11:264,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_T,2018,18.88,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_M,2018,16.29,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_F,2018,21.53,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_T,2017,19.82,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_M,2017,17.73,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_F,2017,22.08,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_T,2016,20.45,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_M,2016,18.68,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_F,2016,22.35,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_T,2015,16.81,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_M,2015,13.95,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_F,2015,19.79,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_T,2014,17.45,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_M,2014,15.78,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_F,2014,19.2,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_T,2013,18.39,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_M,2013,15.21,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_F,2013,21.49,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_T,2012,17.59,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_M,2012,15.85,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_F,2012,19.38,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_T,2011,16.54,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_M,2011,15.03,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_F,2011,18.03,,,R1:3513
MNG,SDG_0861_SEX_RT,BA:702,SEX_T,2010,17.63,,,R1:3513
