ref_area,indicator,source,sex,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
CHN,SDG_0852_SEX_AGE_RT,BA:16044,SEX_T,AGE_YTHADULT_YGE15,2018,4.93,,,,S4:31
CHN,SDG_0852_SEX_AGE_RT,BA:16044,SEX_T,AGE_YTHADULT_Y15-24,2018,10.81,,C6:1058,,S4:31
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_YGE15,2019,2.401,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_Y15-24,2019,4.066,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_YGE25,2019,1.966,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_YGE15,2019,1.945,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_Y15-24,2019,3.371,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_YGE25,2019,1.606,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_YGE15,2019,3.013,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_Y15-24,2019,4.856,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_YGE25,2019,2.471,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_YGE15,2016,1.896,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_Y15-24,2016,2.048,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_YGE25,2016,1.856,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_YGE15,2016,1.556,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_Y15-24,2016,1.211,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_YGE25,2016,1.638,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_YGE15,2016,2.344,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_Y15-24,2016,2.938,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_YGE25,2016,2.16,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_YGE15,2013,4.255,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_Y15-24,2013,6.498,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_YGE25,2013,3.711,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_YGE15,2013,3.548,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_Y15-24,2013,5.372,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_YGE25,2013,3.171,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_YGE15,2013,5.108,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_Y15-24,2013,7.541,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_YGE25,2013,4.407,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_YGE15,2012,7.223,B,,I11:264,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_Y15-24,2012,9.747,B,,I11:264,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_T,AGE_YTHADULT_YGE25,2012,6.178,B,,I11:264,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_YGE15,2012,7.131,B,,I11:264,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_Y15-24,2012,10.217,B,,I11:264,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_M,AGE_YTHADULT_YGE25,2012,6.053,B,,I11:264,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_YGE15,2012,7.329,B,,I11:264,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_Y15-24,2012,9.326,B,,I11:264,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:7345,SEX_F,AGE_YTHADULT_YGE25,2012,6.336,B,,I11:264,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:14098,SEX_T,AGE_YTHADULT_YGE15,2017,3.273,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:14098,SEX_T,AGE_YTHADULT_Y15-24,2017,5.52,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:14098,SEX_T,AGE_YTHADULT_YGE25,2017,2.836,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:14098,SEX_M,AGE_YTHADULT_YGE15,2017,2.865,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:14098,SEX_M,AGE_YTHADULT_Y15-24,2017,4.672,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:14098,SEX_M,AGE_YTHADULT_YGE25,2017,2.556,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:14098,SEX_F,AGE_YTHADULT_YGE15,2017,3.87,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:14098,SEX_F,AGE_YTHADULT_Y15-24,2017,6.488,,,,R1:3513
CIV,SDG_0852_SEX_AGE_RT,BA:14098,SEX_F,AGE_YTHADULT_YGE25,2017,3.266,,,,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:742,SEX_T,AGE_YTHADULT_YGE15,2010,4.11,,,,S5:44_T2:239
CMR,SDG_0852_SEX_AGE_RT,BX:742,SEX_T,AGE_YTHADULT_Y15-24,2010,6.38,,,,S5:44_T2:239
CMR,SDG_0852_SEX_AGE_RT,BX:742,SEX_T,AGE_YTHADULT_YGE25,2010,3.32,,,,S5:44_T2:239
CMR,SDG_0852_SEX_AGE_RT,BX:742,SEX_M,AGE_YTHADULT_YGE15,2010,3.4,,,,S5:44_T2:239
CMR,SDG_0852_SEX_AGE_RT,BX:742,SEX_M,AGE_YTHADULT_Y15-24,2010,5.28,,,,S5:44_T2:239
CMR,SDG_0852_SEX_AGE_RT,BX:742,SEX_M,AGE_YTHADULT_YGE25,2010,2.77,,,,S5:44_T2:239
CMR,SDG_0852_SEX_AGE_RT,BX:742,SEX_F,AGE_YTHADULT_YGE15,2010,4.88,,,,S5:44_T2:239
CMR,SDG_0852_SEX_AGE_RT,BX:742,SEX_F,AGE_YTHADULT_Y15-24,2010,7.46,,,,S5:44_T2:239
CMR,SDG_0852_SEX_AGE_RT,BX:742,SEX_F,AGE_YTHADULT_YGE25,2010,3.92,,,,S5:44_T2:239
CMR,SDG_0852_SEX_AGE_RT,BX:1002,SEX_T,AGE_YTHADULT_YGE15,2001,7.46,,,,
CMR,SDG_0852_SEX_AGE_RT,BX:1002,SEX_M,AGE_YTHADULT_YGE15,2001,8.18,,,,
CMR,SDG_0852_SEX_AGE_RT,BX:1002,SEX_F,AGE_YTHADULT_YGE15,2001,6.7,,,,
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_T,AGE_YTHADULT_YGE15,2014,3.534,,,,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_T,AGE_YTHADULT_Y15-24,2014,6.286,,,,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_T,AGE_YTHADULT_YGE25,2014,2.749,,,,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_M,AGE_YTHADULT_YGE15,2014,3.063,,,,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_M,AGE_YTHADULT_Y15-24,2014,5.813,,,,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_M,AGE_YTHADULT_YGE25,2014,2.255,,,,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_F,AGE_YTHADULT_YGE15,2014,4.027,,,,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_F,AGE_YTHADULT_Y15-24,2014,6.806,,,,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_F,AGE_YTHADULT_YGE25,2014,3.26,,,,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_T,AGE_YTHADULT_YGE15,2007,3.063,B,,I11:264,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_T,AGE_YTHADULT_Y15-24,2007,4.593,B,,I11:264,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_T,AGE_YTHADULT_YGE25,2007,2.416,B,,I11:264,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_M,AGE_YTHADULT_YGE15,2007,2.635,B,,I11:264,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_M,AGE_YTHADULT_Y15-24,2007,4.175,B,,I11:264,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_M,AGE_YTHADULT_YGE25,2007,2.013,B,,I11:264,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_F,AGE_YTHADULT_YGE15,2007,3.495,B,,I11:264,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_F,AGE_YTHADULT_Y15-24,2007,4.988,B,,I11:264,R1:3513
CMR,SDG_0852_SEX_AGE_RT,BX:7419,SEX_F,AGE_YTHADULT_YGE25,2007,2.833,B,,I11:264,R1:3513
CMR,SDG_0852_SEX_AGE_RT,EA:1004,SEX_T,AGE_YTHADULT_YGE15,2005,4.4,,,,
CMR,SDG_0852_SEX_AGE_RT,EA:1004,SEX_M,AGE_YTHADULT_YGE15,2005,4.2,,,,
CMR,SDG_0852_SEX_AGE_RT,EA:1004,SEX_F,AGE_YTHADULT_YGE15,2005,4.6,,,,
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_T,AGE_YTHADULT_YGE15,2012,4.485,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_T,AGE_YTHADULT_Y15-24,2012,8.683,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_T,AGE_YTHADULT_YGE25,2012,3.629,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_M,AGE_YTHADULT_YGE15,2012,5.322,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_M,AGE_YTHADULT_Y15-24,2012,11.297,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_M,AGE_YTHADULT_YGE25,2012,4.34,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_F,AGE_YTHADULT_YGE15,2012,3.619,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_F,AGE_YTHADULT_Y15-24,2012,6.757,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_F,AGE_YTHADULT_YGE25,2012,2.842,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_T,AGE_YTHADULT_YGE15,2005,2.948,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_T,AGE_YTHADULT_Y15-24,2005,4.938,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_T,AGE_YTHADULT_YGE25,2005,2.411,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_M,AGE_YTHADULT_YGE15,2005,3.639,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_M,AGE_YTHADULT_Y15-24,2005,6.487,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_M,AGE_YTHADULT_YGE25,2005,3.013,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_F,AGE_YTHADULT_YGE15,2005,2.262,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_F,AGE_YTHADULT_Y15-24,2005,3.804,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BA:3051,SEX_F,AGE_YTHADULT_YGE25,2005,1.765,B,,I11:264,R1:3513
COD,SDG_0852_SEX_AGE_RT,BB:7091,SEX_T,AGE_YTHADULT_YGE15,2020,1.466,,,,R1:3513
COD,SDG_0852_SEX_AGE_RT,BB:7091,SEX_T,AGE_YTHADULT_Y15-24,2020,1.687,,,,R1:3513
COD,SDG_0852_SEX_AGE_RT,BB:7091,SEX_T,AGE_YTHADULT_YGE25,2020,1.397,,,,R1:3513
COD,SDG_0852_SEX_AGE_RT,BB:7091,SEX_M,AGE_YTHADULT_YGE15,2020,1.831,,,,R1:3513
COD,SDG_0852_SEX_AGE_RT,BB:7091,SEX_M,AGE_YTHADULT_Y15-24,2020,2.176,,,,R1:3513
COD,SDG_0852_SEX_AGE_RT,BB:7091,SEX_M,AGE_YTHADULT_YGE25,2020,1.734,,,,R1:3513
COD,SDG_0852_SEX_AGE_RT,BB:7091,SEX_F,AGE_YTHADULT_YGE15,2020,1.082,,,,R1:3513
COD,SDG_0852_SEX_AGE_RT,BB:7091,SEX_F,AGE_YTHADULT_Y15-24,2020,1.251,,,,R1:3513
COD,SDG_0852_SEX_AGE_RT,BB:7091,SEX_F,AGE_YTHADULT_YGE25,2020,1.022,,,,R1:3513
COG,SDG_0852_SEX_AGE_RT,BA:2624,SEX_T,AGE_YTHADULT_YGE15,2012,10,,,,S3:22_S4:31_S5:38
COG,SDG_0852_SEX_AGE_RT,BA:2624,SEX_M,AGE_YTHADULT_YGE15,2012,9.4,,,,S3:22_S4:31_S5:38
COG,SDG_0852_SEX_AGE_RT,BA:2624,SEX_F,AGE_YTHADULT_YGE15,2012,10.8,,,,S3:22_S4:31_S5:38
COG,SDG_0852_SEX_AGE_RT,BA:2624,SEX_T,AGE_YTHADULT_YGE15,2009,19.86,B,,I11:264,R1:3513_S4:31
COG,SDG_0852_SEX_AGE_RT,BA:2624,SEX_T,AGE_YTHADULT_Y15-24,2009,16.62,B,,I11:264,R1:3513_S4:31
COG,SDG_0852_SEX_AGE_RT,BA:2624,SEX_T,AGE_YTHADULT_YGE25,2009,21.631,B,,I11:264,R1:3513_S4:31
COG,SDG_0852_SEX_AGE_RT,BA:2624,SEX_M,AGE_YTHADULT_YGE15,2009,23.163,B,,I11:264,R1:3513_S4:31
COG,SDG_0852_SEX_AGE_RT,BA:2624,SEX_M,AGE_YTHADULT_Y15-24,2009,18.667,B,,I11:264,R1:3513_S4:31
COG,SDG_0852_SEX_AGE_RT,BA:2624,SEX_M,AGE_YTHADULT_YGE25,2009,25.4,B,,I11:264,R1:3513_S4:31
COG,SDG_0852_SEX_AGE_RT,BA:2624,SEX_F,AGE_YTHADULT_YGE15,2009,17.058,B,,I11:264,R1:3513_S4:31
COG,SDG_0852_SEX_AGE_RT,BA:2624,SEX_F,AGE_YTHADULT_Y15-24,2009,15.066,B,,I11:264,R1:3513_S4:31
COG,SDG_0852_SEX_AGE_RT,BA:2624,SEX_F,AGE_YTHADULT_YGE25,2009,18.235,B,,I11:264,R1:3513_S4:31
COG,SDG_0852_SEX_AGE_RT,BB:12942,SEX_T,AGE_YTHADULT_YGE15,2005,19.796,B,,I11:264,R1:3513
COG,SDG_0852_SEX_AGE_RT,BB:12942,SEX_T,AGE_YTHADULT_Y15-24,2005,40.039,B,,I11:264,R1:3513
COG,SDG_0852_SEX_AGE_RT,BB:12942,SEX_T,AGE_YTHADULT_YGE25,2005,14.326,B,,I11:264,R1:3513
COG,SDG_0852_SEX_AGE_RT,BB:12942,SEX_M,AGE_YTHADULT_YGE15,2005,18.481,B,,I11:264,R1:3513
COG,SDG_0852_SEX_AGE_RT,BB:12942,SEX_M,AGE_YTHADULT_Y15-24,2005,40.975,B,,I11:264,R1:3513
COG,SDG_0852_SEX_AGE_RT,BB:12942,SEX_M,AGE_YTHADULT_YGE25,2005,12.568,B,,I11:264,R1:3513
COG,SDG_0852_SEX_AGE_RT,BB:12942,SEX_F,AGE_YTHADULT_YGE15,2005,21.01,B,,I11:264,R1:3513
COG,SDG_0852_SEX_AGE_RT,BB:12942,SEX_F,AGE_YTHADULT_Y15-24,2005,39.209,B,,I11:264,R1:3513
COG,SDG_0852_SEX_AGE_RT,BB:12942,SEX_F,AGE_YTHADULT_YGE25,2005,15.968,B,,I11:264,R1:3513
COK,SDG_0852_SEX_AGE_RT,BA:15665,SEX_T,AGE_YTHADULT_YGE15,2019,1.258,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BA:15665,SEX_T,AGE_YTHADULT_Y15-24,2019,3.447,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BA:15665,SEX_T,AGE_YTHADULT_YGE25,2019,0.799,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BA:15665,SEX_M,AGE_YTHADULT_YGE15,2019,1.561,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BA:15665,SEX_M,AGE_YTHADULT_Y15-24,2019,4.641,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BA:15665,SEX_M,AGE_YTHADULT_YGE25,2019,,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BA:15665,SEX_F,AGE_YTHADULT_YGE15,2019,0.903,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BA:15665,SEX_F,AGE_YTHADULT_Y15-24,2019,,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BA:15665,SEX_F,AGE_YTHADULT_YGE25,2019,,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BB:14048,SEX_T,AGE_YTHADULT_YGE15,2016,0.786,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BB:14048,SEX_T,AGE_YTHADULT_Y15-24,2016,2.364,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BB:14048,SEX_T,AGE_YTHADULT_YGE25,2016,,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BB:14048,SEX_M,AGE_YTHADULT_YGE15,2016,,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BB:14048,SEX_M,AGE_YTHADULT_Y15-24,2016,,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BB:14048,SEX_M,AGE_YTHADULT_YGE25,2016,,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BB:14048,SEX_F,AGE_YTHADULT_YGE15,2016,1.002,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BB:14048,SEX_F,AGE_YTHADULT_Y15-24,2016,,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,BB:14048,SEX_F,AGE_YTHADULT_YGE25,2016,,U,,,R1:3513
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_T,AGE_YTHADULT_YGE15,2011,8.15,,,,
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_T,AGE_YTHADULT_Y15-24,2011,15.49,,,,
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_T,AGE_YTHADULT_YGE25,2011,6.48,,,,
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_M,AGE_YTHADULT_YGE15,2011,8.2,,,,
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_M,AGE_YTHADULT_Y15-24,2011,15.61,,,,
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_M,AGE_YTHADULT_YGE25,2011,6.43,,,,
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_F,AGE_YTHADULT_YGE15,2011,8.11,,,,
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_F,AGE_YTHADULT_Y15-24,2011,15.34,,,,
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_F,AGE_YTHADULT_YGE25,2011,6.54,,,,
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_T,AGE_YTHADULT_YGE15,2006,8.93,,,,S3:23
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_M,AGE_YTHADULT_YGE15,2006,8.52,,,,S3:23
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_F,AGE_YTHADULT_YGE15,2006,9.43,,,,S3:23
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_T,AGE_YTHADULT_YGE15,2001,13.08,,,,S3:23
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_M,AGE_YTHADULT_YGE15,2001,11.71,,,,S3:23
COK,SDG_0852_SEX_AGE_RT,AA:1013,SEX_F,AGE_YTHADULT_YGE15,2001,14.84,,,,S3:23
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_YGE15,2022,10.547,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_Y15-24,2022,20.985,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_YGE25,2022,8.754,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_YGE15,2022,8.623,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_Y15-24,2022,17.07,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_YGE25,2022,7.153,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_YGE15,2022,13.197,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_Y15-24,2022,26.52,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_YGE25,2022,10.949,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_YGE15,2021,13.898,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_Y15-24,2021,24.612,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_YGE25,2021,11.754,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_YGE15,2021,10.899,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_Y15-24,2021,19.421,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_YGE25,2021,9.221,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_YGE15,2021,18.128,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_Y15-24,2021,31.698,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_YGE25,2021,15.35,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_YGE15,2020,15.983,,,,R1:2382
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_Y15-24,2020,27.143,,,,R1:2382
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_YGE25,2020,13.761,,,,R1:2382
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_YGE15,2020,12.78,,,,R1:2382
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_Y15-24,2020,21.564,,,,R1:2382
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_YGE25,2020,11.042,,,,R1:2382
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_YGE15,2020,20.482,,,,R1:2382
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_Y15-24,2020,34.883,,,,R1:2382
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_YGE25,2020,17.59,,,,R1:2382
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_YGE15,2019,10.28,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_Y15-24,2019,20.658,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_YGE25,2019,8.276,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_YGE15,2019,8.215,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_Y15-24,2019,16.677,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_YGE25,2019,6.552,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_YGE15,2019,13.08,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_Y15-24,2019,26.246,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_YGE25,2019,10.597,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_YGE15,2018,9.36,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_Y15-24,2018,19.455,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_YGE25,2018,7.334,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_YGE15,2018,7.418,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_Y15-24,2018,15.548,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_M,AGE_YTHADULT_YGE25,2018,5.739,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_YGE15,2018,11.984,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_Y15-24,2018,25.04,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_F,AGE_YTHADULT_YGE25,2018,9.465,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_YGE15,2017,9.086,,,,R1:3513
COL,SDG_0852_SEX_AGE_RT,BA:358,SEX_T,AGE_YTHADULT_Y15-24,2017,18.468,,,,R1:3513
