ref_area,indicator,source,sex,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_Y15-24,2008,5.539,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_YGE25,2008,2.203,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_YGE15,2008,2.774,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_Y15-24,2008,4.123,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_YGE25,2008,2.165,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_YGE15,2008,3.84,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_Y15-24,2008,8.811,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_YGE25,2008,2.264,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_YGE15,2007,3.211,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_Y15-24,2007,5.533,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_YGE25,2007,2.301,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_YGE15,2007,2.631,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_Y15-24,2007,4.407,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_YGE25,2007,1.869,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_YGE15,2007,4.283,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_Y15-24,2007,8.068,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_YGE25,2007,3.044,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_YGE15,2006,3.575,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_Y15-24,2006,6.221,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_YGE25,2006,2.494,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_YGE15,2006,3.128,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_Y15-24,2006,4.6,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_YGE25,2006,2.464,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_YGE15,2006,4.394,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_Y15-24,2006,9.912,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_YGE25,2006,2.545,,,T5:1429,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_YGE15,2005,4.909,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_Y15-24,2005,8.743,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_YGE25,2005,3.234,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_YGE15,2005,4.066,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_Y15-24,2005,6.79,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_YGE25,2005,2.76,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_YGE15,2005,6.383,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_Y15-24,2005,12.859,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_YGE25,2005,4.001,B,,T5:1429_I11:264,R1:3513
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_YGE15,2004,5.99,,,,S3:14_T2:239
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_YGE15,2004,4.79,,,,S3:14_T2:239
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_YGE15,2004,8.31,,,,S3:14_T2:239
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_YGE15,2003,5.3,,,,T2:239
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_YGE15,2003,4.65,,,,T2:239
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_YGE15,2003,6.55,,,,T2:239
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_YGE15,2002,4.02,,,,T2:239
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_YGE15,2002,3.63,,,,T2:239
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_YGE15,2002,4.81,,,,T2:239
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_T,AGE_YTHADULT_YGE15,2001,4,,,,T2:239
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_M,AGE_YTHADULT_YGE15,2001,3.96,,,,T2:239
HND,SDG_0852_SEX_AGE_RT,BX:504,SEX_F,AGE_YTHADULT_YGE15,2001,4.08,,,,T2:239
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2022,6.96,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2022,18.042,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2022,5.986,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2022,6.134,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2022,14.792,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2022,5.287,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2022,7.904,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2022,22.679,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2022,6.769,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2021,7.608,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2021,21.904,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2021,6.394,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2021,7.255,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2021,18.905,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2021,6.145,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2021,8.02,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2021,26.378,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2021,6.678,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2020,7.507,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2020,21.105,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2020,6.331,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2020,7.448,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2020,18.715,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2020,6.319,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2020,7.578,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2020,25.018,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2020,6.344,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2019,6.617,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2019,16.627,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2019,5.715,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2019,6.152,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2019,14.526,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2019,5.301,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2019,7.159,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2019,19.783,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2019,6.186,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2018,8.432,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2018,23.711,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2018,7.021,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2018,7.645,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2018,19.602,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2018,6.438,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2018,9.341,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2018,29.406,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2018,7.683,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2017,11.208,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2017,27.354,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2017,9.599,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2017,10.611,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2017,27.082,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2017,8.803,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2017,11.905,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2017,27.742,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2017,10.51,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2016,13.103,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2016,31.271,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2016,11.165,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2016,12.514,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2016,31.228,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2016,10.354,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2016,13.788,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2016,31.328,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2016,12.091,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2015,16.175,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2015,42.328,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2015,13.754,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2015,15.547,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2015,41.39,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2015,12.892,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2015,16.899,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2015,43.669,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2015,14.728,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2014,17.29,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2014,45.507,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2014,14.586,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2014,16.445,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2014,44.897,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2014,13.447,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2014,18.267,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2014,46.366,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2014,15.88,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2013,17.251,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2013,50.014,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2013,14.378,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2013,17.668,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2013,49.912,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2013,14.539,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2013,16.759,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2013,50.162,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2013,14.191,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2012,15.935,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2012,42.076,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2012,13.631,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2012,15.894,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2012,42.149,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2012,13.385,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2012,15.984,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2012,41.971,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2012,13.923,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2011,13.678,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2011,36.655,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2011,11.489,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2011,13.644,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2011,37.04,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2011,11.214,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2011,13.72,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2011,36.089,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2011,11.82,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2010,11.62,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2010,32.373,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2010,9.432,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2010,11.038,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2010,31.499,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2010,8.705,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2010,12.306,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2010,33.581,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2010,10.274,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2009,9.202,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2009,25.238,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2009,7.481,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2009,7.917,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2009,23.737,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2009,6.02,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2009,10.709,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2009,27.456,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2009,9.154,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2008,8.53,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2008,23.682,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2008,6.853,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2008,7.039,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2008,20.632,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2008,5.371,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2008,10.347,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2008,28.29,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2008,8.614,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2007,9.909,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2007,25.18,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2007,8.201,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2007,8.75,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2007,22.166,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2007,7.179,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2007,11.34,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2007,29.265,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2007,9.45,,,,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2006,11.13,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2006,28.878,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2006,9.013,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2006,9.813,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2006,27.194,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE25,2006,7.59,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE15,2006,12.672,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_Y15-24,2006,31.144,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_F,AGE_YTHADULT_YGE25,2006,10.652,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE15,2005,12.598,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_Y15-24,2005,32.263,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_T,AGE_YTHADULT_YGE25,2005,10.071,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_YGE15,2005,11.563,B,,I11:264,R1:2384
HRV,SDG_0852_SEX_AGE_RT,BA:2251,SEX_M,AGE_YTHADULT_Y15-24,2005,30.214,B,,I11:264,R1:2384
